combo_id,exp_name,dataset,drift_detector,sample_selector,memory_manager,anti_forgetting,anomaly_scorer,track,f1,precision,recall,pr_auc,bwt,perf_matrix,roc_auc,labeling_cost,training_time_sec,memory_footprint,memory_footprint_peak,memory_footprint_avg,avg_inference_latency_ms,best_f1_reference,seed,code_version,drift_detected_per_round,drift_score_per_round,n_drift_detected,per_category_final,per_category_recall_history,normal_fpr,normal_fpr_history,is_no_cl_baseline,f1_delta_vs_no_cl,pr_auc_delta_vs_no_cl,bwt_delta_vs_no_cl
A_dd=cade_ss=random_mm=spider_af=none_as=none,A_dd=cade_ss=random_mm=spider_af=none_as=none__nsl-kdd,nsl-kdd,cade,random,spider,none,none,A,0.47626286248830685,0.9536408335284476,0.3173848671394062,0.8651192060279875,-0.22193343140486016,"[[0.9375218638494368, 0.7890214797136039, 0.005547850208044383, 0.0060975609756097554, 0.0], [0.9077882066346636, 0.9466089466089467, 0.008250257820556894, 0.1585677749360614, 0.0], [0.8392374778112217, 0.8920863309352518, 0.1927167257492749, 0.06818181818181818, 0.0], [0.6190607480930062, 0.6417910447761195, 0.19625564880568108, 0.12355212355212356, 0.0], [0.5757662017269191, 0.46992832658148953, 0.17861799217731422, 0.08835341365461848, 0.0]]",0.8514033636458974,0.09999761853730561,86.80246114730835,1000,1000,1000.0,0.0010774734597243344,0.8434482217162597,42,8c086d2c61eb,"[False, False, False, False, False]","[0.0, 2.1080920696258545, 0.9743651151657104, 1.9544453620910645, 2.2278149127960205]",0,"{'DoS': {'n_test': 7458, 'first_seen_round': 0, 'recall_at_first_seen': 0.8983641727004559, 'recall_final': 0.4068114776079378, 'forgetting': 0.4915526950925181}, 'Probe': {'n_test': 2421, 'first_seen_round': 1, 'recall_at_first_seen': 0.9483684427922346, 'recall_final': 0.3114415530772408, 'forgetting': 0.6369268897149938}, 'R2L': {'n_test': 2754, 'first_seen_round': 2, 'recall_at_first_seen': 0.10856935366739288, 'recall_final': 0.09949164851125636, 'forgetting': 0.009077705156136526}, 'U2R': {'n_test': 200, 'first_seen_round': 3, 'recall_at_first_seen': 0.08, 'recall_final': 0.055, 'forgetting': 0.025}}","{'DoS': [0.8983641727004559, 0.8494234379190131, 0.7290158219361759, 0.4515956020380799, 0.4068114776079378], 'Probe': [0.6827757125154895, 0.9483684427922346, 0.8194960760016522, 0.4795539033457249, 0.3114415530772408], 'R2L': [0.002904865649963689, 0.004357298474945534, 0.10856935366739288, 0.11038489469862019, 0.09949164851125636], 'U2R': [0.005, 0.155, 0.045, 0.08, 0.055]}",0.020389249304911955,"[0.06446298012563073, 0.07754093296261971, 0.027185665739882608, 0.022448769436721243, 0.020389249304911955]",False,0.057162770660942275,-0.04524943448742991,0.16171506133127939
A_dd=cade_ss=random_mm=spider_af=lwf_ssf_as=cade_mad,A_dd=cade_ss=random_mm=spider_af=lwf_ssf_as=cade_mad__nsl-kdd,nsl-kdd,cade,random,spider,lwf_ssf,cade_mad,A,0.4746897990556715,0.8033822709533543,0.3368658926205875,0.7521301490994714,0.09827526466798464,"[[0.4307154605263157, 0.5566433566433566, 0.1574307304785894, 0.5517241379310345, 0.0], [0.06971340046475599, 0.04487179487179487, 0.06754874651810586, 0.051948051948051945, 0.0], [0.32318652849740936, 0.4931735859570911, 0.6713195201744819, 0.4746268656716418, 0.0], [0.3813630626840555, 0.6049089469517024, 0.6355777979981801, 0.49337748344370863, 0.0], [0.42085737840065957, 0.6328451882845189, 0.47790339157245626, 0.501779359430605, 0.0]]",0.7327311070503275,0.09999761853730561,226.20397090911865,1000,1000,1000.0,0.00031895253402785764,0.74854146665682,42,8c086d2c61eb,"[False, False, False, False, False]","[0.0, 2.1080920696258545, 0.9743651151657104, 1.9544453620910645, 2.2278149127960205]",0,"{'DoS': {'n_test': 7458, 'first_seen_round': 0, 'recall_at_first_seen': 0.28090640922499327, 'recall_final': 0.27379994636631805, 'forgetting': 0.007106462858675222}, 'Probe': {'n_test': 2421, 'first_seen_round': 1, 'recall_at_first_seen': 0.023130937629078894, 'recall_final': 0.49979347377116895, 'forgetting': -0.47666253614209003}, 'R2L': {'n_test': 2754, 'first_seen_round': 2, 'recall_at_first_seen': 0.5588235294117647, 'recall_final': 0.33769063180827885, 'forgetting': 0.22113289760348587}, 'U2R': {'n_test': 200, 'first_seen_round': 3, 'recall_at_first_seen': 0.745, 'recall_final': 0.705, 'forgetting': 0.040000000000000036}}","{'DoS': [0.28090640922499327, 0.036202735317779566, 0.2007240547063556, 0.24309466344864575, 0.27379994636631805], 'Probe': [0.41098719537381245, 0.023130937629078894, 0.3655514250309789, 0.47335811648079307, 0.49979347377116895], 'R2L': [0.09077705156136529, 0.03522149600580973, 0.5588235294117647, 0.5072621641249092, 0.33769063180827885], 'U2R': [0.72, 0.03, 0.795, 0.745, 0.705]}",0.10894861497271136,"[0.08814746164143754, 0.010194624652455977, 0.15714138605704872, 0.12635156008649984, 0.10894861497271136]",False,0.05558970722830692,-0.15823849141594604,0.4819237574041242
A_dd=cade_ss=random_mm=spider_af=none_as=cade_mad,A_dd=cade_ss=random_mm=spider_af=none_as=cade_mad__nsl-kdd,nsl-kdd,cade,random,spider,none,cade_mad,A,0.4746897990556715,0.8033822709533543,0.3368658926205875,0.7521301490994714,0.09827526466798464,"[[0.4307154605263157, 0.5566433566433566, 0.1574307304785894, 0.5517241379310345, 0.0], [0.06971340046475599, 0.04487179487179487, 0.06754874651810586, 0.051948051948051945, 0.0], [0.32318652849740936, 0.4931735859570911, 0.6713195201744819, 0.4746268656716418, 0.0], [0.3813630626840555, 0.6049089469517024, 0.6355777979981801, 0.49337748344370863, 0.0], [0.42085737840065957, 0.6328451882845189, 0.47790339157245626, 0.501779359430605, 0.0]]",0.7327311070503275,0.09999761853730561,83.36623978614807,1000,1000,1000.0,0.00013617271222993784,0.74854146665682,42,8c086d2c61eb,"[False, False, False, False, False]","[0.0, 2.1080920696258545, 0.9743651151657104, 1.9544453620910645, 2.2278149127960205]",0,"{'DoS': {'n_test': 7458, 'first_seen_round': 0, 'recall_at_first_seen': 0.28090640922499327, 'recall_final': 0.27379994636631805, 'forgetting': 0.007106462858675222}, 'Probe': {'n_test': 2421, 'first_seen_round': 1, 'recall_at_first_seen': 0.023130937629078894, 'recall_final': 0.49979347377116895, 'forgetting': -0.47666253614209003}, 'R2L': {'n_test': 2754, 'first_seen_round': 2, 'recall_at_first_seen': 0.5588235294117647, 'recall_final': 0.33769063180827885, 'forgetting': 0.22113289760348587}, 'U2R': {'n_test': 200, 'first_seen_round': 3, 'recall_at_first_seen': 0.745, 'recall_final': 0.705, 'forgetting': 0.040000000000000036}}","{'DoS': [0.28090640922499327, 0.036202735317779566, 0.2007240547063556, 0.24309466344864575, 0.27379994636631805], 'Probe': [0.41098719537381245, 0.023130937629078894, 0.3655514250309789, 0.47335811648079307, 0.49979347377116895], 'R2L': [0.09077705156136529, 0.03522149600580973, 0.5588235294117647, 0.5072621641249092, 0.33769063180827885], 'U2R': [0.72, 0.03, 0.795, 0.745, 0.705]}",0.10894861497271136,"[0.08814746164143754, 0.010194624652455977, 0.15714138605704872, 0.12635156008649984, 0.10894861497271136]",False,0.05558970722830692,-0.15823849141594604,0.4819237574041242
A_dd=cade_ss=random_mm=spider_af=gpm_as=cade_mad,A_dd=cade_ss=random_mm=spider_af=gpm_as=cade_mad__nsl-kdd,nsl-kdd,cade,random,spider,gpm,cade_mad,A,0.4746897990556715,0.8033822709533543,0.3368658926205875,0.7521301490994714,0.09827526466798464,"[[0.4307154605263157, 0.5566433566433566, 0.1574307304785894, 0.5517241379310345, 0.0], [0.06971340046475599, 0.04487179487179487, 0.06754874651810586, 0.051948051948051945, 0.0], [0.32318652849740936, 0.4931735859570911, 0.6713195201744819, 0.4746268656716418, 0.0], [0.3813630626840555, 0.6049089469517024, 0.6355777979981801, 0.49337748344370863, 0.0], [0.42085737840065957, 0.6328451882845189, 0.47790339157245626, 0.501779359430605, 0.0]]",0.7327311070503275,0.09999761853730561,89.89080452919006,1000,1000,1000.0,0.0001330740321520121,0.74854146665682,42,8c086d2c61eb,"[False, False, False, False, False]","[0.0, 2.1080920696258545, 0.9743651151657104, 1.9544453620910645, 2.2278149127960205]",0,"{'DoS': {'n_test': 7458, 'first_seen_round': 0, 'recall_at_first_seen': 0.28090640922499327, 'recall_final': 0.27379994636631805, 'forgetting': 0.007106462858675222}, 'Probe': {'n_test': 2421, 'first_seen_round': 1, 'recall_at_first_seen': 0.023130937629078894, 'recall_final': 0.49979347377116895, 'forgetting': -0.47666253614209003}, 'R2L': {'n_test': 2754, 'first_seen_round': 2, 'recall_at_first_seen': 0.5588235294117647, 'recall_final': 0.33769063180827885, 'forgetting': 0.22113289760348587}, 'U2R': {'n_test': 200, 'first_seen_round': 3, 'recall_at_first_seen': 0.745, 'recall_final': 0.705, 'forgetting': 0.040000000000000036}}","{'DoS': [0.28090640922499327, 0.036202735317779566, 0.2007240547063556, 0.24309466344864575, 0.27379994636631805], 'Probe': [0.41098719537381245, 0.023130937629078894, 0.3655514250309789, 0.47335811648079307, 0.49979347377116895], 'R2L': [0.09077705156136529, 0.03522149600580973, 0.5588235294117647, 0.5072621641249092, 0.33769063180827885], 'U2R': [0.72, 0.03, 0.795, 0.745, 0.705]}",0.10894861497271136,"[0.08814746164143754, 0.010194624652455977, 0.15714138605704872, 0.12635156008649984, 0.10894861497271136]",False,0.05558970722830692,-0.15823849141594604,0.4819237574041242
A_dd=none_ss=ssf_mm=ssf_af=gpm_as=none,A_dd=none_ss=ssf_mm=ssf_af=gpm_as=none__nsl-kdd,nsl-kdd,none,ssf,ssf,gpm,none,A,0.47012132894886044,0.8628511966701353,0.32307332657991117,0.7326828383520103,-0.11517302203630818,"[[0.7264840549441721, 0.4713375796178343, 0.006230529595015576, 0.07267441860465117, 0.0], [0.8918705603788476, 0.6673371888358058, 0.011348464619492656, 0.02660753880266075, 0.0], [0.8663961947397875, 0.7586916272371941, 0.2775530839231547, 0.055288461538461536, 0.0], [0.5887876277271472, 0.666836086404066, 0.4127408993576017, 0.061465721040189124, 0.0], [0.5506914639961851, 0.6558940397350993, 0.007591442374051069, 0.057971014492753624, 0.0]]",0.6158283157505795,0.09999761853730561,96.56285953521729,1000,1000,1000.0,0.0010740680843485933,0.7254996183961331,42,8c086d2c61eb,"[False, False, False, False, False]","[0.0, 0.0, 0.0, 0.0, 0.0]",0,"{'DoS': {'n_test': 7458, 'first_seen_round': 0, 'recall_at_first_seen': 0.6063287744703674, 'recall_final': 0.38710109949048, 'forgetting': 0.21922767497988738}, 'Probe': {'n_test': 2421, 'first_seen_round': 1, 'recall_at_first_seen': 0.5481206113176373, 'recall_final': 0.5113589425857084, 'forgetting': 0.03676166873192899}, 'R2L': {'n_test': 2754, 'first_seen_round': 2, 'recall_at_first_seen': 0.19934640522875818, 'recall_final': 0.0039941902687000725, 'forgetting': 0.1953522149600581}, 'U2R': {'n_test': 200, 'first_seen_round': 3, 'recall_at_first_seen': 0.065, 'recall_final': 0.05, 'forgetting': 0.015}}","{'DoS': [0.6063287744703674, 0.8333333333333334, 0.8303834808259587, 0.42880128720836685, 0.38710109949048], 'Probe': [0.3667905824039653, 0.5481206113176373, 0.761668731928955, 0.5419248244527055, 0.5113589425857084], 'R2L': [0.0036310820624546117, 0.006172839506172839, 0.19934640522875818, 0.27995642701525053, 0.0039941902687000725], 'U2R': [0.125, 0.03, 0.115, 0.065, 0.05]}",0.06786118834311605,"[0.23571207908557307, 0.1256307280403666, 0.3219029966017918, 0.10874266295953043, 0.06786118834311605]",False,0.051021237121495866,-0.17768580216340712,0.26847547069983135
A_dd=none_ss=random_mm=none_af=none_as=none,A_dd=none_ss=random_mm=none_af=none_as=none__nsl-kdd,nsl-kdd,none,random,none,none,none,A,0.4191000918273646,0.9774414620217019,0.26673420088833477,0.9103686405154174,-0.38364849273613955,"[[0.9347176788508037, 0.6298373527762198, 0.017130620985010708, 0.03571428571428571, 0.0], [0.8450874933717143, 0.8637474994443209, 0.011647824597464884, 0.15696202531645567, 0.0], [0.7239649749213637, 0.6488864448721473, 0.3273488928785159, 0.04938271604938271, 0.0], [0.7289687924016283, 0.5024479804161567, 0.09777777777777777, 0.20472440944881887, 0.0], [0.5963793265172123, 0.17528089887640452, 0.005765765765765766, 0.018518518518518517, 0.0]]",0.9009688097929164,0.09999761853730561,57.676103830337524,0,0,0.0,0.0011248102925871177,0.8711073658405791,42,8c086d2c61eb,"[False, False, False, False, False]","[0.0, 0.0, 0.0, 0.0, 0.0]",0,"{'DoS': {'n_test': 7458, 'first_seen_round': 0, 'recall_at_first_seen': 0.8812013944757308, 'recall_final': 0.42625368731563423, 'forgetting': 0.4549477071600965}, 'Probe': {'n_test': 2421, 'first_seen_round': 1, 'recall_at_first_seen': 0.8025609252375052, 'recall_final': 0.09665427509293681, 'forgetting': 0.7059066501445684}, 'R2L': {'n_test': 2754, 'first_seen_round': 2, 'recall_at_first_seen': 0.19862018881626725, 'recall_final': 0.002904865649963689, 'forgetting': 0.19571532316630355}, 'U2R': {'n_test': 200, 'first_seen_round': 3, 'recall_at_first_seen': 0.13, 'recall_final': 0.01, 'forgetting': 0.12000000000000001}}","{'DoS': [0.8812013944757308, 0.7479216948243497, 0.5709305443818719, 0.5762939125770984, 0.42625368731563423], 'Probe': [0.4638579099545642, 0.8025609252375052, 0.48740190004130524, 0.33911606774060304, 0.09665427509293681], 'R2L': [0.008714596949891068, 0.006172839506172839, 0.19862018881626725, 0.05192447349310094, 0.002904865649963689], 'U2R': [0.02, 0.155, 0.03, 0.13, 0.01]}",0.00813510452064669,"[0.012254144784265265, 0.07836474101534342, 0.02090412933786428, 0.015034496962207806, 0.00813510452064669]",True,0.0,0.0,0.0
A_dd=ssf_ss=ssf_mm=spider_af=none_as=cade_mad,A_dd=ssf_ss=ssf_mm=spider_af=none_as=cade_mad__nsl-kdd,nsl-kdd,ssf,ssf,spider,none,cade_mad,A,0.4160868026889964,0.8552727272727273,0.27491623159043094,0.8001617203042595,-0.20651203715959734,"[[0.8016149241264094, 0.4911167512690355, 0.2765957446808511, 0.06144842721287491, 0.0], [0.9176519682848796, 0.8054879398096925, 0.28265765765765766, 0.12110091743119265, 0.0], [0.9419730516622656, 0.7287543655413272, 0.2915291529152915, 0.16051364365971107, 0.0], [0.5872268274302939, 0.3380662609871535, 0.2767527675276753, 0.22878228782287818, 0.0], [0.4942837260165026, 0.33541188053823434, 0.2960331557134399, 0.1756373937677054, 0.0]]",0.7622589814388256,0.09999761853730561,98.27496576309204,1000,1000,1000.0,0.0010622550275327467,0.7585918491484186,42,8c086d2c61eb,"[False, True, True, True, True]","[0.0, 0.5945671641791045, 0.31042422566371675, 0.25694674556213015, 0.3567597267597268]",4,"{'DoS': {'n_test': 7458, 'first_seen_round': 0, 'recall_at_first_seen': 0.7720568517028694, 'recall_final': 0.3333333333333333, 'forgetting': 0.4387235183695361}, 'Probe': {'n_test': 2421, 'first_seen_round': 1, 'recall_at_first_seen': 0.7517554729450641, 'recall_final': 0.2110698058653449, 'forgetting': 0.5406856670797191}, 'R2L': {'n_test': 2754, 'first_seen_round': 2, 'recall_at_first_seen': 0.1924473493100944, 'recall_final': 0.18155410312273057, 'forgetting': 0.010893246187363842}, 'U2R': {'n_test': 200, 'first_seen_round': 3, 'recall_at_first_seen': 0.155, 'recall_final': 0.155, 'forgetting': 0.0}}","{'DoS': [0.7720568517028694, 0.8845534995977474, 0.9326897291499061, 0.41794046661303297, 0.3333333333333333], 'Probe': [0.4795539033457249, 0.7517554729450641, 0.6464270962412226, 0.20652622883106153, 0.2110698058653449], 'R2L': [0.22657952069716775, 0.1822803195352215, 0.1924473493100944, 0.16339869281045752, 0.18155410312273057], 'U2R': [0.21, 0.165, 0.25, 0.155, 0.155]}",0.06147667593450726,"[0.5790340850581814, 0.1548759139120585, 0.17825146740809392, 0.02213984141694985, 0.06147667593450726]",False,-0.0030132891383681804,-0.11020692021115797,0.1771364555765422
A_dd=none_ss=random_mm=spider_af=gpm_as=none,A_dd=none_ss=random_mm=spider_af=gpm_as=none__nsl-kdd,nsl-kdd,none,random,spider,gpm,none,A,0.4126416954164613,0.9852897911150338,0.2609678173459051,0.8057125841509714,-0.31559427680533825,"[[0.9347176788508037, 0.6298373527762198, 0.017130620985010708, 0.03571428571428571, 0.0], [0.9228017457251199, 0.8425969173283512, 0.06936813186813187, 0.15972222222222224, 0.0], [0.8885112670853343, 0.808766859344894, 0.22102596580113998, 0.5, 0.0], [0.7398415107064575, 0.27159616068254533, 0.08902691511387163, 0.20083682008368203, 0.0], [0.5783361888444698, 0.21470588235294116, 0.002165283291230603, 0.14159292035398233, 0.0]]",0.6568288952423793,0.09999761853730561,89.25889229774475,1000,1000,1000.0,0.0011764514353192384,0.7254996183961331,42,8c086d2c61eb,"[False, False, False, False, False]","[0.0, 0.0, 0.0, 0.0, 0.0]",0,"{'DoS': {'n_test': 7458, 'first_seen_round': 0, 'recall_at_first_seen': 0.8812013944757308, 'recall_final': 0.40734781442746043, 'forgetting': 0.47385358004827033}, 'Probe': {'n_test': 2421, 'first_seen_round': 1, 'recall_at_first_seen': 0.74514663362247, 'recall_final': 0.12061131763733994, 'forgetting': 0.6245353159851301}, 'R2L': {'n_test': 2754, 'first_seen_round': 2, 'recall_at_first_seen': 0.12672476397966595, 'recall_final': 0.0010893246187363835, 'forgetting': 0.12563543936092958}, 'U2R': {'n_test': 200, 'first_seen_round': 3, 'recall_at_first_seen': 0.12, 'recall_final': 0.08, 'forgetting': 0.039999999999999994}}","{'DoS': [0.8812013944757308, 0.8647090372754089, 0.806248323947439, 0.5883614910163583, 0.40734781442746043], 'Probe': [0.4638579099545642, 0.74514663362247, 0.6935150764147047, 0.157786038826931, 0.12061131763733994], 'R2L': [0.008714596949891068, 0.036673928830791576, 0.12672476397966595, 0.046840958605664486, 0.0010893246187363835], 'U2R': [0.02, 0.115, 0.435, 0.12, 0.08]}",0.0051488003295232215,"[0.012254144784265265, 0.03161363402327258, 0.030377921944187005, 0.007311296467922974, 0.0051488003295232215]",False,-0.006458396410903289,-0.10465605636444608,0.0680542159308013
A_dd=ssf_ss=random_mm=ssf_af=none_as=none,A_dd=ssf_ss=random_mm=ssf_af=none_as=none__nsl-kdd,nsl-kdd,ssf,random,ssf,none,none,A,0.3633599391866211,0.9712157128344057,0.2234863243201122,0.9213306380537514,-0.4086628578800383,"[[0.9347176788508037, 0.6298373527762198, 0.017130620985010708, 0.03571428571428571, 0.0], [0.8494185168403564, 0.8598839803659081, 0.010973936899862825, 0.1139896373056995, 0.0], [0.7503324468085106, 0.6914498141263941, 0.3216531895777179, 0.04597701149425287, 0.0], [0.7382493903977129, 0.5006105006105006, 0.023346303501945522, 0.1893939393939394, 0.0], [0.5315934065934066, 0.12041682747973755, 0.0007222824124232574, 0.018264840182648404, 0.0]]",0.9178063738609358,0.09999761853730561,78.09277629852295,1000,1000,1000.0,0.0011760495587221013,0.8858123740577656,42,8c086d2c61eb,"[False, True, True, True, True]","[0.0, 0.776542288557214, 0.535920907079646, 0.22455621301775142, 0.25579091179091173]",4,"{'DoS': {'n_test': 7458, 'first_seen_round': 0, 'recall_at_first_seen': 0.8812013944757308, 'recall_final': 0.36323411102172165, 'forgetting': 0.5179672834540091}, 'Probe': {'n_test': 2421, 'first_seen_round': 1, 'recall_at_first_seen': 0.7959520859149112, 'recall_final': 0.0644361833952912, 'forgetting': 0.73151590251962}, 'R2L': {'n_test': 2754, 'first_seen_round': 2, 'recall_at_first_seen': 0.19498910675381265, 'recall_final': 0.00036310820624546115, 'forgetting': 0.19462599854756718}, 'U2R': {'n_test': 200, 'first_seen_round': 3, 'recall_at_first_seen': 0.125, 'recall_final': 0.01, 'forgetting': 0.115}}","{'DoS': [0.8812013944757308, 0.7540895682488603, 0.6052561008313221, 0.5886296594261196, 0.36323411102172165], 'Probe': [0.4638579099545642, 0.7959520859149112, 0.5377942998760843, 0.33870301528294094, 0.0644361833952912], 'R2L': [0.008714596949891068, 0.005809731299927378, 0.19498910675381265, 0.011982570806100218, 0.00036310820624546115], 'U2R': [0.02, 0.11, 0.03, 0.125, 0.01]}",0.008752960560189475,"[0.012254144784265265, 0.07743795695602924, 0.026155905673977964, 0.020080321285140562, 0.008752960560189475]",False,-0.0557401526407435,0.010961997538333934,-0.025014365143898765
A_dd=none_ss=random_mm=ssf_af=none_as=none,A_dd=none_ss=random_mm=ssf_af=none_as=none__nsl-kdd,nsl-kdd,none,random,ssf,none,none,A,0.3599847464090504,0.9762150982419855,0.2206810566508221,0.9312452381281113,-0.40195808781191233,"[[0.9347176788508037, 0.6298373527762198, 0.017130620985010708, 0.03571428571428571, 0.0], [0.8494185168403564, 0.8598839803659081, 0.010973936899862825, 0.1139896373056995, 0.0], [0.7469316189362946, 0.652770159078442, 0.3169629406447726, 0.03333333333333333, 0.0], [0.7480992564123985, 0.47414330218068534, 0.05794066317626527, 0.19685039370078738, 0.0], [0.5262535710767412, 0.11978361669242658, 0.0, 0.05454545454545455, 0.0]]",0.9248092358043266,0.09999761853730561,77.61369776725769,1000,1000,1000.0,0.001071582794866298,0.890320669480856,42,8c086d2c61eb,"[False, False, False, False, False]","[0.0, 0.0, 0.0, 0.0, 0.0]",0,"{'DoS': {'n_test': 7458, 'first_seen_round': 0, 'recall_at_first_seen': 0.8812013944757308, 'recall_final': 0.35813891123625635, 'forgetting': 0.5230624832394744}, 'Probe': {'n_test': 2421, 'first_seen_round': 1, 'recall_at_first_seen': 0.7959520859149112, 'recall_final': 0.06402313093762908, 'forgetting': 0.731928954977282}, 'R2L': {'n_test': 2754, 'first_seen_round': 2, 'recall_at_first_seen': 0.19099491648511258, 'recall_final': 0.0, 'forgetting': 0.19099491648511258}, 'U2R': {'n_test': 200, 'first_seen_round': 3, 'recall_at_first_seen': 0.125, 'recall_final': 0.03, 'forgetting': 0.095}}","{'DoS': [0.8812013944757308, 0.7540895682488603, 0.5997586484312148, 0.6002949852507374, 0.35813891123625635], 'Probe': [0.4638579099545642, 0.7959520859149112, 0.49153242461792646, 0.31433292028087567, 0.06402313093762908], 'R2L': [0.008714596949891068, 0.005809731299927378, 0.19099491648511258, 0.030137981118373274, 0.0], 'U2R': [0.02, 0.11, 0.02, 0.125, 0.03]}",0.007105344454742045,"[0.012254144784265265, 0.07743795695602924, 0.019462465245597776, 0.015034496962207806, 0.007105344454742045]",False,-0.05911534541831415,0.020876597612693892,-0.01830959507577279
A_dd=cade_ss=random_mm=ssf_af=none_as=none,A_dd=cade_ss=random_mm=ssf_af=none_as=none__nsl-kdd,nsl-kdd,cade,random,ssf,none,none,A,0.30731962812622754,0.9614911921343712,0.18288786721733033,0.9045691522485999,-0.36029628729210217,"[[0.9375218638494368, 0.7890214797136039, 0.005547850208044383, 0.0060975609756097554, 0.0], [0.8574001801260882, 0.9238235914749947, 0.015089163237311385, 0.16494845360824742, 0.0], [0.4165432621112757, 0.35930154466084624, 0.21154466301193164, 0.0944206008583691, 0.0], [0.4157850190435886, 0.30587417448731313, 0.02142857142857143, 0.1959183673469388, 0.0], [0.4157933735577432, 0.25831842576028624, 0.0028839221341023795, 0.1506276150627615, 0.0]]",0.8811194603283712,0.09999761853730561,84.14964771270752,1000,1000,1000.0,0.001063651019922802,0.8744439875901767,42,8c086d2c61eb,"[False, False, False, False, False]","[0.0, 2.1080920696258545, 1.0732661485671997, 1.972327470779419, 2.186257839202881]",0,"{'DoS': {'n_test': 7458, 'first_seen_round': 0, 'recall_at_first_seen': 0.8983641727004559, 'recall_final': 0.26334137838562616, 'forgetting': 0.6350227943148297}, 'Probe': {'n_test': 2421, 'first_seen_round': 1, 'recall_at_first_seen': 0.9041718298223874, 'recall_final': 0.14911193721602645, 'forgetting': 0.755059892606361}, 'R2L': {'n_test': 2754, 'first_seen_round': 2, 'recall_at_first_seen': 0.11909949164851126, 'recall_final': 0.0014524328249818446, 'forgetting': 0.11764705882352941}, 'U2R': {'n_test': 200, 'first_seen_round': 3, 'recall_at_first_seen': 0.12, 'recall_final': 0.09, 'forgetting': 0.03}}","{'DoS': [0.8983641727004559, 0.7658889782783588, 0.2640117994100295, 0.26347546259050686, 0.26334137838562616], 'Probe': [0.6827757125154895, 0.9041718298223874, 0.22098306484923586, 0.18174308137133416, 0.14911193721602645], 'R2L': [0.002904865649963689, 0.007988380537400145, 0.11909949164851126, 0.010893246187363835, 0.0014524328249818446], 'U2R': [0.005, 0.16, 0.055, 0.12, 0.09]}",0.009679744619503656,"[0.06446298012563073, 0.07465760477808671, 0.011224384718360621, 0.010606528678817836, 0.009679744619503656]",False,-0.11178046370113703,-0.005799488266817532,0.023352205444037377
A_dd=cade_ss=ssf_mm=ssf_af=gpm_as=none,A_dd=cade_ss=ssf_mm=ssf_af=gpm_as=none__nsl-kdd,nsl-kdd,cade,ssf,ssf,gpm,none,A,0.3053716904276985,0.8332754428621049,0.18693992051741604,0.6609993636595037,-0.203768051103784,"[[0.6261276891047883, 0.33032858389066594, 0.005617977528089888, 0.07320644216691069, 0.0], [0.8246600418410042, 0.5424041297935104, 0.004196782466775472, 0.022093023255813957, 0.0], [0.7786641639292977, 0.6436553265458157, 0.27697441601779754, 0.04247787610619469, 0.0], [0.5136320305052431, 0.27898209236569277, 0.0077195239626889674, 0.02564102564102564, 0.0], [0.43449419568822556, 0.2121751512993948, 0.0028050490883590466, 0.0066006600660066, 0.0]]",0.5090944632779079,0.09999761853730561,99.12436985969543,1000,1000,1000.0,0.001064179804919035,0.7254996183961331,42,8c086d2c61eb,"[False, False, False, False, False]","[0.0, 2.8053932189941406, 0.5336676239967346, 0.5589652061462402, 1.2550441026687622]",0,"{'DoS': {'n_test': 7458, 'first_seen_round': 0, 'recall_at_first_seen': 0.48390989541432017, 'recall_final': 0.28104049342987397, 'forgetting': 0.2028694019844462}, 'Probe': {'n_test': 2421, 'first_seen_round': 1, 'recall_at_first_seen': 0.607600165220983, 'recall_final': 0.12308963238331268, 'forgetting': 0.48451053283767037}, 'R2L': {'n_test': 2754, 'first_seen_round': 2, 'recall_at_first_seen': 0.18082788671023964, 'recall_final': 0.0014524328249818446, 'forgetting': 0.1793754538852578}, 'U2R': {'n_test': 200, 'first_seen_round': 3, 'recall_at_first_seen': 0.035, 'recall_final': 0.005, 'forgetting': 0.030000000000000002}}","{'DoS': [0.48390989541432017, 0.8456690801823545, 0.6674711718959506, 0.36122284794851167, 0.28104049342987397], 'Probe': [0.23461379595208592, 0.607600165220983, 0.5353159851301115, 0.18339529120198264, 0.12308963238331268], 'R2L': [0.0032679738562091504, 0.0032679738562091504, 0.18082788671023964, 0.004357298474945534, 0.0014524328249818446], 'U2R': [0.125, 0.095, 0.06, 0.035, 0.005]}",0.04942848316342292,"[0.234373390999897, 0.7810730099886727, 0.17269076305220885, 0.17361754711152302, 0.04942848316342292]",False,-0.11372840139966606,-0.2493692768559137,0.17988044163235556
