combo_id,exp_name,dataset,drift_detector,sample_selector,memory_manager,anti_forgetting,anomaly_scorer,track,f1,precision,recall,pr_auc,bwt,perf_matrix,roc_auc,labeling_cost,training_time_sec,memory_footprint,memory_footprint_peak,memory_footprint_avg,avg_inference_latency_ms,best_f1_reference,seed,code_version,drift_detected_per_round,drift_score_per_round,n_drift_detected,per_category_final,per_category_recall_history,normal_fpr,normal_fpr_history,is_no_cl_baseline,f1_delta_vs_no_cl,pr_auc_delta_vs_no_cl,bwt_delta_vs_no_cl
A_dd=none_ss=ssf_mm=ssf_af=gpm_as=cade_mad,A_dd=none_ss=ssf_mm=ssf_af=gpm_as=cade_mad__nsl-kdd,nsl-kdd,none,ssf,ssf,gpm,cade_mad,A,0.6704513465327954,0.8424714066737413,0.5567677082521624,0.7355608117573031,-0.05216197365941001,"[[0.8016149241264094, 0.4911167512690355, 0.2765957446808511, 0.06144842721287491, 0.0], [0.87969670299912, 0.6361105161704862, 0.3268867924528302, 0.06275303643724696, 0.0], [0.9066078079735136, 0.7674620390455531, 0.3212977498691784, 0.1, 0.0], [0.7682926829268293, 0.7307598931779558, 0.11330362826225332, 0.1514476614699332, 0.0], [0.8309667673716011, 0.7264466762314681, 0.06779661016949151, 0.07661290322580647, 0.0]]",0.6934982435541517,0.09999761853730561,96.67522406578064,1000,1000,1000.0,0.0011044943730318436,0.7504717790358552,42,8c086d2c61eb,"[False, False, False, False, False]","[0.0, 0.0, 0.0, 0.0, 0.0]",0,"{'DoS': {'n_test': 7458, 'first_seen_round': 0, 'recall_at_first_seen': 0.7720568517028694, 'recall_final': 0.7375972110485385, 'forgetting': 0.034459640654330936}, 'Probe': {'n_test': 2421, 'first_seen_round': 1, 'recall_at_first_seen': 0.6133828996282528, 'recall_final': 0.6274266831887649, 'forgetting': -0.014043783560512169}, 'R2L': {'n_test': 2754, 'first_seen_round': 2, 'recall_at_first_seen': 0.22294843863471314, 'recall_final': 0.03848946986201888, 'forgetting': 0.18445896877269427}, 'U2R': {'n_test': 200, 'first_seen_round': 3, 'recall_at_first_seen': 0.17, 'recall_final': 0.095, 'forgetting': 0.07500000000000001}}","{'DoS': [0.7720568517028694, 0.8711450791096809, 0.8812013944757308, 0.6419951729686243, 0.7375972110485385], 'Probe': [0.4795539033457249, 0.6133828996282528, 0.7306897976042958, 0.6216439487814952, 0.6274266831887649], 'R2L': [0.22657952069716775, 0.25163398692810457, 0.22294843863471314, 0.06463326071169208, 0.03848946986201888], 'U2R': [0.21, 0.155, 0.17, 0.17, 0.095]}",0.13757594480486046,"[0.5790340850581814, 0.4028421377818968, 0.22963649469673567, 0.10894861497271136, 0.13757594480486046]",False,0.2513512547054308,-0.1748078287581143,0.33148651907672955
A_dd=ssf_ss=ssf_mm=ssf_af=gpm_as=cade_mad,A_dd=ssf_ss=ssf_mm=ssf_af=gpm_as=cade_mad__nsl-kdd,nsl-kdd,ssf,ssf,ssf,gpm,cade_mad,A,0.667773599648386,0.8944270015698587,0.532767084859347,0.8102094288236212,-0.04377327689800539,"[[0.8016149241264094, 0.4911167512690355, 0.2765957446808511, 0.06144842721287491, 0.0], [0.9091036611025389, 0.7118238391574917, 0.4291645044110015, 0.08712121212121214, 0.0], [0.8773707832633562, 0.674944127141793, 0.26134405514072373, 0.10358565737051792, 0.0], [0.833714372809023, 0.7244016777695536, 0.2731277533039647, 0.16705336426914152, 0.0], [0.810051506165132, 0.647634152788792, 0.24639423076923078, 0.06266318537859007, 0.0]]",0.8264981153336569,0.09999761853730561,97.14589333534241,1000,1000,1000.0,0.0010714453107672772,0.8265235833665663,42,8c086d2c61eb,"[False, True, True, True, True]","[0.0, 0.6667711442786071, 0.48640652654867256, 0.5231656804733728, 0.3384116424116424]",4,"{'DoS': {'n_test': 7458, 'first_seen_round': 0, 'recall_at_first_seen': 0.7720568517028694, 'recall_final': 0.6958970233306516, 'forgetting': 0.0761598283722178}, 'Probe': {'n_test': 2421, 'first_seen_round': 1, 'recall_at_first_seen': 0.6142090045435771, 'recall_final': 0.5059892606361008, 'forgetting': 0.10821974390747624}, 'R2L': {'n_test': 2754, 'first_seen_round': 2, 'recall_at_first_seen': 0.16521423384168482, 'recall_final': 0.14887436456063907, 'forgetting': 0.01633986928104575}, 'U2R': {'n_test': 200, 'first_seen_round': 3, 'recall_at_first_seen': 0.18, 'recall_final': 0.06, 'forgetting': 0.12}}","{'DoS': [0.7720568517028694, 0.8689997318315903, 0.8125502815768303, 0.7334406006972378, 0.6958970233306516], 'Probe': [0.4795539033457249, 0.6142090045435771, 0.5613382899628253, 0.6063610078479967, 0.5059892606361008], 'R2L': [0.22657952069716775, 0.30029048656499635, 0.16521423384168482, 0.16884531590413943, 0.14887436456063907], 'U2R': [0.21, 0.115, 0.13, 0.18, 0.06]}",0.08310163731850478,"[0.5790340850581814, 0.15106580166821132, 0.1421068890948409, 0.09607661414890331, 0.08310163731850478]",False,0.24867350782102143,-0.1001592116917962,0.3398752158381342
A_dd=ssf_ss=ssf_mm=ssf_af=lwf_ssf_as=none,A_dd=ssf_ss=ssf_mm=ssf_af=lwf_ssf_as=none__nsl-kdd,nsl-kdd,ssf,ssf,ssf,lwf_ssf,none,A,0.6618880173113336,0.7852176703390737,0.5720408322294086,0.6789415743332212,0.04812202996953107,"[[0.8208955223880597, 0.45173471796082126, 0.004415011037527593, 0.036663611365719516, 0.0], [0.8414053751399777, 0.46120586115781886, 0.003945885005636978, 0.038345105953582245, 0.0], [0.8682072829131652, 0.5825882352941177, 0.005371530886302597, 0.0463980463980464, 0.0], [0.8783399658897101, 0.5988588439593153, 0.004408060453400504, 0.0594679186228482, 0.0], [0.8739808324989272, 0.600747198007472, 0.0038034865293185426, 0.060897435897435896, 0.0]]",0.5696012565688731,0.09999761853730561,243.12731385231018,1000,1000,1000.0,0.001114752801958765,0.7254996183961331,42,8c086d2c61eb,"[False, True, True, True, True]","[0.0, 0.6716169154228856, 0.2897007743362831, 0.5832130177514793, 0.7218930798930799]",4,"{'DoS': {'n_test': 7458, 'first_seen_round': 0, 'recall_at_first_seen': 0.7817109144542773, 'recall_final': 0.8192544918208635, 'forgetting': -0.0375435773665862}, 'Probe': {'n_test': 2421, 'first_seen_round': 1, 'recall_at_first_seen': 0.3965303593556382, 'recall_final': 0.49814126394052044, 'forgetting': -0.10161090458488226}, 'R2L': {'n_test': 2754, 'first_seen_round': 2, 'recall_at_first_seen': 0.0032679738562091504, 'recall_final': 0.002178649237472767, 'forgetting': 0.0010893246187363833}, 'U2R': {'n_test': 200, 'first_seen_round': 3, 'recall_at_first_seen': 0.095, 'recall_final': 0.095, 'forgetting': 0.0}}","{'DoS': [0.7817109144542773, 0.8059801555376777, 0.8311879860552427, 0.82864038616251, 0.8192544918208635], 'Probe': [0.3952912019826518, 0.3965303593556382, 0.5113589425857084, 0.4985543163981826, 0.49814126394052044], 'R2L': [0.002904865649963689, 0.002541757443718228, 0.0032679738562091504, 0.002541757443718228, 0.002178649237472767], 'U2R': [0.1, 0.095, 0.095, 0.095, 0.095]}",0.20677582123365257,"[0.4481515806817012, 0.4025332097621254, 0.30748635567912674, 0.21583770981361342, 0.20677582123365257]",False,0.24278792548396905,-0.23142706618219622,0.4317705227056706
A_dd=none_ss=ssf_mm=none_af=gpm_as=cade_mad,A_dd=none_ss=ssf_mm=none_af=gpm_as=cade_mad__nsl-kdd,nsl-kdd,none,ssf,none,gpm,cade_mad,A,0.6605667060212513,0.895797198132088,0.5231824203226058,0.8171906024254861,-0.04560658279351954,"[[0.8016149241264094, 0.4911167512690355, 0.2765957446808511, 0.06144842721287491, 0.0], [0.9274465304999656, 0.7709699299118244, 0.4400305576776165, 0.33228840125391845, 0.0], [0.886968356583872, 0.6322015334063527, 0.04274465691788527, 0.06739130434782609, 0.0], [0.8557785570394688, 0.6842634489693313, 0.3842364532019704, 0.33471074380165294, 0.0], [0.8038307559463066, 0.6423087106168918, 0.22147445702049556, 0.1, 0.0]]",0.8192576695358962,0.09999761853730561,72.90818738937378,0,0,0.0,0.0010916025948236817,0.7956518338937985,42,8c086d2c61eb,"[False, False, False, False, False]","[0.0, 0.0, 0.0, 0.0, 0.0]",0,"{'DoS': {'n_test': 7458, 'first_seen_round': 0, 'recall_at_first_seen': 0.7720568517028694, 'recall_final': 0.6865111289890051, 'forgetting': 0.08554572271386429}, 'Probe': {'n_test': 2421, 'first_seen_round': 1, 'recall_at_first_seen': 0.7042544403139198, 'recall_final': 0.5010326311441553, 'forgetting': 0.2032218091697645}, 'R2L': {'n_test': 2754, 'first_seen_round': 2, 'recall_at_first_seen': 0.027596223674655047, 'recall_final': 0.13144517066085692, 'forgetting': -0.10384894698620188}, 'U2R': {'n_test': 200, 'first_seen_round': 3, 'recall_at_first_seen': 0.405, 'recall_final': 0.095, 'forgetting': 0.31000000000000005}}","{'DoS': [0.7720568517028694, 0.9041297935103245, 0.8738267632072941, 0.7689729149906142, 0.6865111289890051], 'Probe': [0.4795539033457249, 0.7042544403139198, 0.5960346964064436, 0.5621643948781495, 0.5010326311441553], 'R2L': [0.22657952069716775, 0.3137254901960784, 0.027596223674655047, 0.2549019607843137, 0.13144517066085692], 'U2R': [0.21, 0.53, 0.155, 0.405, 0.095]}",0.08042426114715272,"[0.5790340850581814, 0.16589434661723818, 0.3652558953763773, 0.10472659870250231, 0.08042426114715272]",False,0.24146661419388676,-0.0931780380899313,0.33804190994262
A_dd=ssf_ss=ssf_mm=ssf_af=lwf_ssf_as=cade_mad,A_dd=ssf_ss=ssf_mm=ssf_af=lwf_ssf_as=cade_mad__nsl-kdd,nsl-kdd,ssf,ssf,ssf,lwf_ssf,cade_mad,A,0.6583768391077361,0.8420541459269152,0.5404815709498948,0.6822093839254203,0.05083024663220042,"[[0.8351323567206373, 0.4716802424701648, 0.24725384461753544, 0.044541010320478004, 0.0], [0.8364219301058031, 0.4835082458770614, 0.2471057884231537, 0.050728548300053966, 0.0], [0.8320497055206784, 0.5230483271375466, 0.25286893497080737, 0.043429844097995544, 0.0], [0.5087770342352826, 0.36023683390464317, 0.30664780763790667, 0.004434589800443459, 0.0], [0.8051063829787234, 0.5895127118644067, 0.3352633030052385, 0.04938271604938272, 0.0]]",0.6397768493166371,0.09999761853730561,242.8188853263855,1000,1000,1000.0,0.0011267667970731802,0.7255201266395296,42,8c086d2c61eb,"[False, True, True, True, True]","[0.0, 0.6716169154228856, 0.2893230088495576, 0.587585798816568, 0.7263938223938224]",4,"{'DoS': {'n_test': 7458, 'first_seen_round': 0, 'recall_at_first_seen': 0.8714132475194422, 'recall_final': 0.6976401179941003, 'forgetting': 0.17377312952534185}, 'Probe': {'n_test': 2421, 'first_seen_round': 1, 'recall_at_first_seen': 0.5328376703841388, 'recall_final': 0.459727385377943, 'forgetting': 0.07311028500619576}, 'R2L': {'n_test': 2754, 'first_seen_round': 2, 'recall_at_first_seen': 0.2280319535221496, 'recall_final': 0.22076978939724037, 'forgetting': 0.007262164124909237}, 'U2R': {'n_test': 200, 'first_seen_round': 3, 'recall_at_first_seen': 0.005, 'recall_final': 0.06, 'forgetting': -0.055}}","{'DoS': [0.8714132475194422, 0.8744971842316975, 0.861893268972915, 0.3517028694019844, 0.6976401179941003], 'Probe': [0.5142503097893433, 0.5328376703841388, 0.5811648079306072, 0.23874432052870714, 0.459727385377943], 'R2L': [0.22476397966594044, 0.22476397966594044, 0.2280319535221496, 0.19680464778503995, 0.22076978939724037], 'U2R': [0.205, 0.235, 0.195, 0.005, 0.06]}",0.1339717845741942,"[0.8254556688291628, 0.8295747090927814, 0.8016682113067656, 0.11893728761198641, 0.1339717845741942]",False,0.23927674728037157,-0.22815925658999714,0.43447873936834
A_dd=none_ss=ssf_mm=spider_af=lwf_ssf_as=none,A_dd=none_ss=ssf_mm=spider_af=lwf_ssf_as=none__nsl-kdd,nsl-kdd,none,ssf,spider,lwf_ssf,none,A,0.651368460249488,0.8088082302623975,0.5452349411673031,0.6803133569429517,0.023996787418625876,"[[0.8208955223880597, 0.45173471796082126, 0.004415011037527593, 0.036663611365719516, 0.0], [0.8179040852575489, 0.45691095726903797, 0.003919372900335946, 0.036893203883495145, 0.0], [0.8426803125648297, 0.43476190476190474, 0.004400440044004401, 0.035348837209302326, 0.0], [0.8742170062639499, 0.49510337323177367, 0.005131494547787043, 0.06282722513089005, 0.0], [0.8750811864039836, 0.49917627677100496, 0.005169628432956381, 0.06159420289855073, 0.0]]",0.5651869817753332,0.09999761853730561,304.2110085487366,1000,1000,1000.0,0.0010791444203124307,0.7254996183961331,42,8c086d2c61eb,"[False, False, False, False, False]","[0.0, 0.0, 0.0, 0.0, 0.0]",0,"{'DoS': {'n_test': 7458, 'first_seen_round': 0, 'recall_at_first_seen': 0.7817109144542773, 'recall_final': 0.8129525341914723, 'forgetting': -0.03124161973719497}, 'Probe': {'n_test': 2421, 'first_seen_round': 1, 'recall_at_first_seen': 0.3952912019826518, 'recall_final': 0.3754646840148699, 'forgetting': 0.019826517967781898}, 'R2L': {'n_test': 2754, 'first_seen_round': 2, 'recall_at_first_seen': 0.002904865649963689, 'recall_final': 0.002904865649963689, 'forgetting': 0.0}, 'U2R': {'n_test': 200, 'first_seen_round': 3, 'recall_at_first_seen': 0.09, 'recall_final': 0.085, 'forgetting': 0.0049999999999999906}}","{'DoS': [0.7817109144542773, 0.7717886832931081, 0.8169750603378922, 0.8140252078305176, 0.8129525341914723], 'Probe': [0.3952912019826518, 0.3952912019826518, 0.3771168938455184, 0.37587773647253203, 0.3754646840148699], 'R2L': [0.002904865649963689, 0.002541757443718228, 0.002904865649963689, 0.002904865649963689, 0.002904865649963689], 'U2R': [0.1, 0.095, 0.095, 0.09, 0.085]}",0.17032231490062816,"[0.4481515806817012, 0.4202450828956853, 0.4477396766553393, 0.18278241169807435, 0.17032231490062816]",False,0.23226836842212345,-0.23005528357246574,0.4076452801547654
A_dd=ssf_ss=ssf_mm=spider_af=lwf_ssf_as=none,A_dd=ssf_ss=ssf_mm=spider_af=lwf_ssf_as=none__nsl-kdd,nsl-kdd,ssf,ssf,spider,lwf_ssf,none,A,0.6258370535714285,0.7760350593933802,0.5243512818514766,0.66706246019234,0.015195736876824923,"[[0.8208955223880597, 0.45173471796082126, 0.004415011037527593, 0.036663611365719516, 0.0], [0.8395659086196171, 0.4415218412400188, 0.003839824465167307, 0.03432700993676604, 0.0], [0.8420542635658915, 0.4340161981896141, 0.004412575841147269, 0.033210332103321034, 0.0], [0.86553412035704, 0.4804079441760602, 0.005047318611987382, 0.05422647527910686, 0.0], [0.8536620951269333, 0.4674329501915709, 0.004452926208651399, 0.05629139072847683, 0.0]]",0.5515103831037245,0.09999761853730561,307.57690691947937,1000,1000,1000.0,0.001066019976705926,0.7254996183961331,42,8c086d2c61eb,"[False, True, True, True, True]","[0.0, 0.6011890547263682, 0.3322162610619469, 0.5858224852071006, 0.6061398871398871]",4,"{'DoS': {'n_test': 7458, 'first_seen_round': 0, 'recall_at_first_seen': 0.7817109144542773, 'recall_final': 0.7845266827567713, 'forgetting': -0.0028157683024939706}, 'Probe': {'n_test': 2421, 'first_seen_round': 1, 'recall_at_first_seen': 0.3882693102023957, 'recall_final': 0.3527467988434531, 'forgetting': 0.03552251135894258}, 'R2L': {'n_test': 2754, 'first_seen_round': 2, 'recall_at_first_seen': 0.002904865649963689, 'recall_final': 0.002541757443718228, 'forgetting': 0.00036310820624546125}, 'U2R': {'n_test': 200, 'first_seen_round': 3, 'recall_at_first_seen': 0.085, 'recall_final': 0.085, 'forgetting': 0.0}}","{'DoS': [0.7817109144542773, 0.8142933762402789, 0.8156342182890856, 0.8061142397425584, 0.7845266827567713], 'Probe': [0.3952912019826518, 0.3882693102023957, 0.37629078893019413, 0.36968194960760015, 0.3527467988434531], 'R2L': [0.002904865649963689, 0.002541757443718228, 0.002904865649963689, 0.002904865649963689, 0.002541757443718228], 'U2R': [0.1, 0.095, 0.09, 0.085, 0.085]}",0.1999794047986819,"[0.4481515806817012, 0.460096797446195, 0.44732777262897744, 0.21295438162908042, 0.1999794047986819]",False,0.20673696174406392,-0.2433061803230775,0.39884422961296445
A_dd=cade_ss=ssf_mm=spider_af=lwf_ssf_as=none,A_dd=cade_ss=ssf_mm=spider_af=lwf_ssf_as=none__nsl-kdd,nsl-kdd,cade,ssf,spider,lwf_ssf,none,A,0.6070597554334374,0.8323377681238121,0.4777526689004909,0.6674873882770161,0.010364063832364982,"[[0.7963379858922407, 0.4805527123848516, 0.0030202355783751134, 0.0522875816993464, 0.0], [0.7964824120603016, 0.4815543531726512, 0.002335084646818447, 0.041284403669724766, 0.0], [0.7977494817885696, 0.502932551319648, 0.002354326074161271, 0.04245283018867924, 0.0], [0.814655503494892, 0.5301271420674405, 0.0013293452974410104, 0.075, 0.0], [0.8035686578743213, 0.5199219838395095, 0.0013306719893546241, 0.07188160676532769, 0.0]]",0.5546601385351069,0.09999761853730561,312.7718322277069,1000,1000,1000.0,0.0010783300914182317,0.7254996183961331,42,8c086d2c61eb,"[False, False, False, False, False]","[0.0, 2.8053932189941406, 0.646811842918396, 0.6221561431884766, 1.1413345336914062]",0,"{'DoS': {'n_test': 7458, 'first_seen_round': 0, 'recall_at_first_seen': 0.7114507910968088, 'recall_final': 0.6944220970769643, 'forgetting': 0.017028694019844415}, 'Probe': {'n_test': 2421, 'first_seen_round': 1, 'recall_at_first_seen': 0.4043783560512185, 'recall_final': 0.3853779429987608, 'forgetting': 0.0190004130524577}, 'R2L': {'n_test': 2754, 'first_seen_round': 2, 'recall_at_first_seen': 0.0014524328249818446, 'recall_final': 0.0007262164124909223, 'forgetting': 0.0007262164124909223}, 'U2R': {'n_test': 200, 'first_seen_round': 3, 'recall_at_first_seen': 0.09, 'recall_final': 0.085, 'forgetting': 0.0049999999999999906}}","{'DoS': [0.7114507910968088, 0.722579780101904, 0.7224456958970233, 0.7110485384821668, 0.6944220970769643], 'Probe': [0.3878562577447336, 0.4043783560512185, 0.4250309789343247, 0.39611730689797603, 0.3853779429987608], 'R2L': [0.0018155410312273058, 0.0014524328249818446, 0.0014524328249818446, 0.0007262164124909223, 0.0007262164124909223], 'U2R': [0.1, 0.09, 0.09, 0.09, 0.085]}",0.12717536813922356,"[0.28256616208423435, 0.3407476058078468, 0.3284934610235815, 0.12892596025126146, 0.12717536813922356]",False,0.1879596636060728,-0.2428812522384013,0.39401255656850454
A_dd=none_ss=random_mm=none_af=none_as=cade_mad,A_dd=none_ss=random_mm=none_af=none_as=cade_mad__nsl-kdd,nsl-kdd,none,random,none,none,cade_mad,A,0.6064224786753637,0.851486543609976,0.4708953479311151,0.7768255331829752,-0.16218876345908925,"[[0.9287343215507411, 0.656675749318801, 0.3790811904073967, 0.06274509803921569, 0.0], [0.8765702600058428, 0.9098088113050705, 0.2424962852897474, 0.4080882352941177, 0.0], [0.8030491599253267, 0.718986107726054, 0.3586776859504132, 0.05726872246696036, 0.0], [0.7926397735314932, 0.6456448694753166, 0.314804310833806, 0.17484008528784648, 0.0], [0.7412874128741287, 0.541038525963149, 0.29873853211009177, 0.1422413793103448, 0.0]]",0.7915527144031593,0.09999761853730561,57.76148581504822,0,0,0.0,0.0013253255631586944,0.8041697691734921,42,8c086d2c61eb,"[False, False, False, False, False]","[0.0, 0.0, 0.0, 0.0, 0.0]",0,"{'DoS': {'n_test': 7458, 'first_seen_round': 0, 'recall_at_first_seen': 0.8736926790024135, 'recall_final': 0.6060606060606061, 'forgetting': 0.26763207294180746}, 'Probe': {'n_test': 2421, 'first_seen_round': 1, 'recall_at_first_seen': 0.9041718298223874, 'recall_final': 0.40024783147459725, 'forgetting': 0.5039239983477901}, 'R2L': {'n_test': 2754, 'first_seen_round': 2, 'recall_at_first_seen': 0.23638344226579522, 'recall_final': 0.18917937545388525, 'forgetting': 0.04720406681190997}, 'U2R': {'n_test': 200, 'first_seen_round': 3, 'recall_at_first_seen': 0.205, 'recall_final': 0.165, 'forgetting': 0.03999999999999998}}","{'DoS': [0.8736926790024135, 0.804639313488871, 0.6921426655939931, 0.6757843925985519, 0.6060606060606061], 'Probe': [0.49772821148285834, 0.9041718298223874, 0.6092523750516315, 0.5159025196199918, 0.40024783147459725], 'R2L': [0.23819898329702252, 0.14814814814814814, 0.23638344226579522, 0.20152505446623092, 0.18917937545388525], 'U2R': [0.04, 0.555, 0.065, 0.205, 0.165]}",0.10853671094634951,"[0.025435073627844713, 0.11234682319019669, 0.1163628874472248, 0.10987539903202553, 0.10853671094634951]",False,0.18732238684799912,-0.13354310733244223,0.2214597292770503
A_dd=cade_ss=random_mm=ssf_af=none_as=cade_mad,A_dd=cade_ss=random_mm=ssf_af=none_as=cade_mad__nsl-kdd,nsl-kdd,cade,random,ssf,none,cade_mad,A,0.5975639824448937,0.8137254901960784,0.4721421335619107,0.7534935227762066,0.17096393323151302,"[[0.4307154605263157, 0.5566433566433566, 0.1574307304785894, 0.5517241379310345, 0.0], [0.09244126659856995, 0.049679487179487176, 0.05898876404494382, 0.10762331838565022, 0.0], [0.35615861996423687, 0.5378241112002139, 0.6525534701003928, 0.44005641748942165, 0.0], [0.4306122448979592, 0.6201307189542483, 0.5816714150047483, 0.4819277108433735, 0.0], [0.6061261261261262, 0.6916524701873935, 0.544361625390719, 0.4565916398713826, 0.0]]",0.7385102332015364,0.09999761853730561,83.72059917449951,1000,1000,1000.0,0.0002388310313986243,0.7504046866569027,42,8c086d2c61eb,"[False, False, False, False, False]","[0.0, 2.1080920696258545, 1.0732661485671997, 1.972327470779419, 2.186257839202881]",0,"{'DoS': {'n_test': 7458, 'first_seen_round': 0, 'recall_at_first_seen': 0.28090640922499327, 'recall_final': 0.45105926521855727, 'forgetting': -0.170152855993564}, 'Probe': {'n_test': 2421, 'first_seen_round': 1, 'recall_at_first_seen': 0.02560925237505163, 'recall_final': 0.5869475423378769, 'forgetting': -0.5613382899628253}, 'R2L': {'n_test': 2754, 'first_seen_round': 2, 'recall_at_first_seen': 0.5428467683369644, 'recall_final': 0.41103848946986205, 'forgetting': 0.1318082788671024}, 'U2R': {'n_test': 200, 'first_seen_round': 3, 'recall_at_first_seen': 0.7, 'recall_final': 0.71, 'forgetting': -0.010000000000000009}}","{'DoS': [0.28090640922499327, 0.04853848216680075, 0.22700455886296594, 0.28291767229820325, 0.45105926521855727], 'Probe': [0.41098719537381245, 0.02560925237505163, 0.4155307724080958, 0.489880214787278, 0.5869475423378769], 'R2L': [0.09077705156136529, 0.030501089324618737, 0.5428467683369644, 0.4448075526506899, 0.41103848946986205], 'U2R': [0.72, 0.06, 0.78, 0.7, 0.71]}",0.14282772114097414,"[0.08814746164143754, 0.005972608382246936, 0.17825146740809392, 0.12151168777674802, 0.14282772114097414]",False,0.17846389061752915,-0.1568751177392108,0.5546124259676526
A_dd=cade_ss=random_mm=ssf_af=lwf_ssf_as=cade_mad,A_dd=cade_ss=random_mm=ssf_af=lwf_ssf_as=cade_mad__nsl-kdd,nsl-kdd,cade,random,ssf,lwf_ssf,cade_mad,A,0.5975639824448937,0.8137254901960784,0.4721421335619107,0.7534935227762066,0.17096393323151302,"[[0.4307154605263157, 0.5566433566433566, 0.1574307304785894, 0.5517241379310345, 0.0], [0.09244126659856995, 0.049679487179487176, 0.05898876404494382, 0.10762331838565022, 0.0], [0.35615861996423687, 0.5378241112002139, 0.6525534701003928, 0.44005641748942165, 0.0], [0.4306122448979592, 0.6201307189542483, 0.5816714150047483, 0.4819277108433735, 0.0], [0.6061261261261262, 0.6916524701873935, 0.544361625390719, 0.4565916398713826, 0.0]]",0.7385102332015364,0.09999761853730561,306.5714416503906,1000,1000,1000.0,0.00011749602616298613,0.7504046866569027,42,8c086d2c61eb,"[False, False, False, False, False]","[0.0, 2.1080920696258545, 1.0732661485671997, 1.972327470779419, 2.186257839202881]",0,"{'DoS': {'n_test': 7458, 'first_seen_round': 0, 'recall_at_first_seen': 0.28090640922499327, 'recall_final': 0.45105926521855727, 'forgetting': -0.170152855993564}, 'Probe': {'n_test': 2421, 'first_seen_round': 1, 'recall_at_first_seen': 0.02560925237505163, 'recall_final': 0.5869475423378769, 'forgetting': -0.5613382899628253}, 'R2L': {'n_test': 2754, 'first_seen_round': 2, 'recall_at_first_seen': 0.5428467683369644, 'recall_final': 0.41103848946986205, 'forgetting': 0.1318082788671024}, 'U2R': {'n_test': 200, 'first_seen_round': 3, 'recall_at_first_seen': 0.7, 'recall_final': 0.71, 'forgetting': -0.010000000000000009}}","{'DoS': [0.28090640922499327, 0.04853848216680075, 0.22700455886296594, 0.28291767229820325, 0.45105926521855727], 'Probe': [0.41098719537381245, 0.02560925237505163, 0.4155307724080958, 0.489880214787278, 0.5869475423378769], 'R2L': [0.09077705156136529, 0.030501089324618737, 0.5428467683369644, 0.4448075526506899, 0.41103848946986205], 'U2R': [0.72, 0.06, 0.78, 0.7, 0.71]}",0.14282772114097414,"[0.08814746164143754, 0.005972608382246936, 0.17825146740809392, 0.12151168777674802, 0.14282772114097414]",False,0.17846389061752915,-0.1568751177392108,0.5546124259676526
A_dd=cade_ss=random_mm=ssf_af=gpm_as=cade_mad,A_dd=cade_ss=random_mm=ssf_af=gpm_as=cade_mad__nsl-kdd,nsl-kdd,cade,random,ssf,gpm,cade_mad,A,0.5975639824448937,0.8137254901960784,0.4721421335619107,0.7534935227762066,0.17096393323151302,"[[0.4307154605263157, 0.5566433566433566, 0.1574307304785894, 0.5517241379310345, 0.0], [0.09244126659856995, 0.049679487179487176, 0.05898876404494382, 0.10762331838565022, 0.0], [0.35615861996423687, 0.5378241112002139, 0.6525534701003928, 0.44005641748942165, 0.0], [0.4306122448979592, 0.6201307189542483, 0.5816714150047483, 0.4819277108433735, 0.0], [0.6061261261261262, 0.6916524701873935, 0.544361625390719, 0.4565916398713826, 0.0]]",0.7385102332015364,0.09999761853730561,88.27604842185974,1000,1000,1000.0,0.00013606695523069124,0.7504046866569027,42,8c086d2c61eb,"[False, False, False, False, False]","[0.0, 2.1080920696258545, 1.0732661485671997, 1.972327470779419, 2.186257839202881]",0,"{'DoS': {'n_test': 7458, 'first_seen_round': 0, 'recall_at_first_seen': 0.28090640922499327, 'recall_final': 0.45105926521855727, 'forgetting': -0.170152855993564}, 'Probe': {'n_test': 2421, 'first_seen_round': 1, 'recall_at_first_seen': 0.02560925237505163, 'recall_final': 0.5869475423378769, 'forgetting': -0.5613382899628253}, 'R2L': {'n_test': 2754, 'first_seen_round': 2, 'recall_at_first_seen': 0.5428467683369644, 'recall_final': 0.41103848946986205, 'forgetting': 0.1318082788671024}, 'U2R': {'n_test': 200, 'first_seen_round': 3, 'recall_at_first_seen': 0.7, 'recall_final': 0.71, 'forgetting': -0.010000000000000009}}","{'DoS': [0.28090640922499327, 0.04853848216680075, 0.22700455886296594, 0.28291767229820325, 0.45105926521855727], 'Probe': [0.41098719537381245, 0.02560925237505163, 0.4155307724080958, 0.489880214787278, 0.5869475423378769], 'R2L': [0.09077705156136529, 0.030501089324618737, 0.5428467683369644, 0.4448075526506899, 0.41103848946986205], 'U2R': [0.72, 0.06, 0.78, 0.7, 0.71]}",0.14282772114097414,"[0.08814746164143754, 0.005972608382246936, 0.17825146740809392, 0.12151168777674802, 0.14282772114097414]",False,0.17846389061752915,-0.1568751177392108,0.5546124259676526
