combo_id,exp_name,dataset,drift_detector,sample_selector,memory_manager,anti_forgetting,anomaly_scorer,track,f1,precision,recall,pr_auc,bwt,n_drift_detected,f1_delta_vs_no_cl,bwt_delta_vs_no_cl
A_dd=none_ss=ssf_mm=none_af=none_as=cade_mad,A_dd=none_ss=ssf_mm=none_af=none_as=cade_mad__nsl-kdd,nsl-kdd,none,ssf,none,none,cade_mad,A,0.11512003369366841,0.5803255484784147,0.06389776357827476,0.5956822949065801,-0.3776024764473532,0,-0.30398005813369616,0.006046016288786371
A_dd=none_ss=ssf_mm=ssf_af=none_as=none,A_dd=none_ss=ssf_mm=ssf_af=none_as=none__nsl-kdd,nsl-kdd,none,ssf,ssf,none,none,A,0.10091675834250093,0.85785536159601,0.05361178212421102,0.7228896254402262,-0.3196887055992458,0,-0.31818333348486366,0.06395978713689376
A_dd=cade_ss=ssf_mm=ssf_af=none_as=none,A_dd=cade_ss=ssf_mm=ssf_af=none_as=none__nsl-kdd,nsl-kdd,cade,ssf,ssf,none,none,A,0.09751229595837195,0.5719063545150501,0.05330008571651212,0.6070673681961534,-0.4097722483978974,0,-0.3215877958689926,-0.02612375566175784
A_dd=none_ss=random_mm=none_af=gpm_as=none,A_dd=none_ss=random_mm=none_af=gpm_as=none__nsl-kdd,nsl-kdd,none,random,none,gpm,none,A,0.0975068432344455,0.9634502923976608,0.05135198316839398,0.7749459515666022,-0.4293700742868176,0,-0.32159324859291905,-0.04572158155067807
A_dd=none_ss=ssf_mm=spider_af=none_as=cade_mad,A_dd=none_ss=ssf_mm=spider_af=none_as=cade_mad__nsl-kdd,nsl-kdd,none,ssf,spider,none,cade_mad,A,0.096137339055794,0.5858761987794245,0.05236499649341542,0.6713201630605402,-0.3531714611699562,0,-0.3229627527715706,0.030477031566183366
A_dd=cade_ss=random_mm=none_af=none_as=none,A_dd=cade_ss=random_mm=none_af=none_as=none__nsl-kdd,nsl-kdd,cade,random,none,none,none,A,0.07730116175156389,0.8722689075630252,0.04044260889893244,0.8534821821122067,-0.4508721380867294,0,-0.3417989300758007,-0.06722364535058983
A_dd=ssf_ss=ssf_mm=ssf_af=none_as=none,A_dd=ssf_ss=ssf_mm=ssf_af=none_as=none__nsl-kdd,nsl-kdd,ssf,ssf,ssf,none,none,A,0.07689533290052658,0.5174757281553398,0.04153354632587859,0.5224815315537058,-0.43460629242566884,4,-0.342204758926838,-0.05095779968952929
A_dd=ssf_ss=ssf_mm=ssf_af=none_as=cade_mad,A_dd=ssf_ss=ssf_mm=ssf_af=none_as=cade_mad__nsl-kdd,nsl-kdd,ssf,ssf,ssf,none,cade_mad,A,0.06843666353179484,0.4777777777777778,0.036858100210395074,0.5691488553302583,-0.5596046495229323,4,-0.35066342829556973,-0.17595615678679277
A_dd=none_ss=ssf_mm=spider_af=none_as=none,A_dd=none_ss=ssf_mm=spider_af=none_as=none__nsl-kdd,nsl-kdd,none,ssf,spider,none,none,A,0.06770561479382596,0.7854671280276817,0.035377542273825294,0.7300392352329496,-0.36019436516994974,0,-0.3513944770335386,0.02345412756618981
A_dd=cade_ss=ssf_mm=none_af=gpm_as=none,A_dd=cade_ss=ssf_mm=none_af=gpm_as=none__nsl-kdd,nsl-kdd,cade,ssf,none,gpm,none,A,0.05956160241874528,0.9924433249370277,0.030702096158341775,0.8397634043057848,-0.3760519358393957,0,-0.3595384894086193,0.007596556896743822
A_dd=cade_ss=ssf_mm=spider_af=none_as=none,A_dd=cade_ss=ssf_mm=spider_af=none_as=none__nsl-kdd,nsl-kdd,cade,ssf,spider,none,none,A,0.046057116885084466,0.8260869565217391,0.023688926985116498,0.6487161847910278,-0.41853198886058757,0,-0.3730429749422801,-0.03488349612444802
A_dd=none_ss=ssf_mm=none_af=gpm_as=none,A_dd=none_ss=ssf_mm=none_af=gpm_as=none__nsl-kdd,nsl-kdd,none,ssf,none,gpm,none,A,0.039856455676872564,0.9886363636363636,0.02033819060235331,0.826840278411231,-0.32514841492040153,0,-0.379243636150492,0.058500077815738016
A_dd=cade_ss=random_mm=none_af=gpm_as=none,A_dd=cade_ss=random_mm=none_af=gpm_as=none__nsl-kdd,nsl-kdd,cade,random,none,gpm,none,A,0.03969465648854962,0.9737827715355806,0.020260266500428583,0.598441443816482,-0.44619306744715154,0,-0.37940543533881493,-0.06254457471101199
A_dd=none_ss=ssf_mm=none_af=none_as=none,A_dd=none_ss=ssf_mm=none_af=none_as=none__nsl-kdd,nsl-kdd,none,ssf,none,none,none,A,0.004807319531674033,0.484375,0.002415647159666485,0.5813045926110583,-0.4270831241245971,0,-0.41429277229569056,-0.043434631388457545
A_dd=cade_ss=ssf_mm=none_af=none_as=none,A_dd=cade_ss=ssf_mm=none_af=none_as=none__nsl-kdd,nsl-kdd,cade,ssf,none,none,none,A,0.003262135922330097,0.5,0.0016364061404192318,0.6695191501494648,-0.4094399665564318,0,-0.4158379559050345,-0.025791473820292232
