combo_id,exp_name,dataset,drift_detector,sample_selector,memory_manager,anti_forgetting,anomaly_scorer,track,f1,precision,recall,pr_auc
A_dd=cade_ss=random_mm=spider_af=lwf_ssf_as=none,A_dd=cade_ss=random_mm=spider_af=lwf_ssf_as=none__nsl-kdd,nsl-kdd,cade,random,spider,lwf_ssf,none,A,0.7328058429701764,0.9178981937602627,0.6098340216629003,0.9064014940855802
B_dd=none_ss=random_mm=cndids_af=cndids_as=pca,B_dd=none_ss=random_mm=cndids_af=cndids_as=pca__unsw-nb15,unsw-nb15,none,random,cndids,cndids,pca,B,0.7326957655752929,0.6635114339906237,0.8179872937439336,0.7374337035094559
B_dd=none_ss=random_mm=none_af=cndids_as=pca,B_dd=none_ss=random_mm=none_af=cndids_as=pca__unsw-nb15,unsw-nb15,none,random,none,cndids,pca,B,0.7322537463280406,0.6327924164524421,0.8688123180093532,0.7425424583466398
A_dd=cade_ss=random_mm=spider_af=none_as=cade_mad,A_dd=cade_ss=random_mm=spider_af=none_as=cade_mad__nsl-kdd,nsl-kdd,cade,random,spider,none,cade_mad,A,0.7297093952788488,0.92007589232776,0.6046131068339438,0.8632282828051479
A_dd=ssf_ss=ssf_mm=ssf_af=none_as=cade_mad,A_dd=ssf_ss=ssf_mm=ssf_af=none_as=cade_mad__nsl-kdd,nsl-kdd,ssf,ssf,ssf,none,cade_mad,A,0.7261727391755834,0.8632460283383426,0.626665627678641,0.8149219626918538
A_dd=ssf_ss=ssf_mm=spider_af=none_as=cade_mad,A_dd=ssf_ss=ssf_mm=spider_af=none_as=cade_mad__nsl-kdd,nsl-kdd,ssf,ssf,spider,none,cade_mad,A,0.7237166043585301,0.8721019668168333,0.6184835969765449,0.8083197861361302
A_dd=none_ss=random_mm=none_af=gpm_as=none,A_dd=none_ss=random_mm=none_af=gpm_as=none__nsl-kdd,nsl-kdd,none,random,none,gpm,none,A,0.7211179830980596,0.9148298993770964,0.5951063663991273,0.906258981536867
A_dd=none_ss=random_mm=none_af=lwf_ssf_as=none,A_dd=none_ss=random_mm=none_af=lwf_ssf_as=none__nsl-kdd,nsl-kdd,none,random,none,lwf_ssf,none,A,0.7197617809708371,0.9147044690052859,0.5933141120548586,0.9120390238105524
A_dd=none_ss=random_mm=spider_af=none_as=cade_mad,A_dd=none_ss=random_mm=spider_af=none_as=cade_mad__nsl-kdd,nsl-kdd,none,random,spider,none,cade_mad,A,0.7182834969185117,0.8671737213403881,0.613028909841814,0.8679737894349269
A_dd=ssf_ss=random_mm=ssf_af=gpm_as=none,A_dd=ssf_ss=random_mm=ssf_af=gpm_as=none__nsl-kdd,nsl-kdd,ssf,random,ssf,gpm,none,A,0.7172420324856751,0.9141718976339932,0.5901192238759448,0.9039156332792042
A_dd=none_ss=random_mm=ssf_af=gpm_as=none,A_dd=none_ss=random_mm=ssf_af=gpm_as=none__nsl-kdd,nsl-kdd,none,random,ssf,gpm,none,A,0.7168577655642945,0.9144204037229542,0.589495831060547,0.9034678534690648
A_dd=none_ss=random_mm=spider_af=lwf_ssf_as=none,A_dd=none_ss=random_mm=spider_af=lwf_ssf_as=none__nsl-kdd,nsl-kdd,none,random,spider,lwf_ssf,none,A,0.7164674634794157,0.9154041934310992,0.5885607418374503,0.9074903337978
A_dd=none_ss=random_mm=spider_af=gpm_as=none,A_dd=none_ss=random_mm=spider_af=gpm_as=none__nsl-kdd,nsl-kdd,none,random,spider,gpm,none,A,0.7158783623511552,0.914989085617269,0.5879373490220525,0.9015246470093548
A_dd=ssf_ss=random_mm=ssf_af=none_as=cade_mad,A_dd=ssf_ss=random_mm=ssf_af=none_as=cade_mad__nsl-kdd,nsl-kdd,ssf,random,ssf,none,cade_mad,A,0.7151763194213107,0.9185819070904645,0.5855217018623861,0.8717273405956774
A_dd=ssf_ss=random_mm=ssf_af=lwf_ssf_as=none,A_dd=ssf_ss=random_mm=ssf_af=lwf_ssf_as=none__nsl-kdd,nsl-kdd,ssf,random,ssf,lwf_ssf,none,A,0.7151262099070032,0.9142302559747665,0.58723603210473,0.9124762785443585
A_dd=none_ss=ssf_mm=ssf_af=none_as=cade_mad,A_dd=none_ss=ssf_mm=ssf_af=none_as=cade_mad__nsl-kdd,nsl-kdd,none,ssf,ssf,none,cade_mad,A,0.7138602520045819,0.8663256227758007,0.6070287539936102,0.809368208293377
A_dd=none_ss=random_mm=ssf_af=lwf_ssf_as=none,A_dd=none_ss=random_mm=ssf_af=lwf_ssf_as=none__nsl-kdd,nsl-kdd,none,random,ssf,lwf_ssf,none,A,0.7138446924720969,0.9140111894916079,0.5855996259643108,0.9115910170398592
A_dd=none_ss=random_mm=ssf_af=none_as=cade_mad,A_dd=none_ss=random_mm=ssf_af=none_as=cade_mad__nsl-kdd,nsl-kdd,none,random,ssf,none,cade_mad,A,0.7133649289099526,0.9103665174791339,0.5864567910854828,0.8671083886214755
B_dd=none_ss=random_mm=spider_af=cndids_as=pca,B_dd=none_ss=random_mm=spider_af=cndids_as=pca__unsw-nb15,unsw-nb15,none,random,spider,cndids,pca,B,0.7108017773583423,0.5523019199980446,0.9968896144004236,0.7279892862077648
A_dd=cade_ss=random_mm=none_af=none_as=cade_mad,A_dd=cade_ss=random_mm=none_af=none_as=cade_mad__nsl-kdd,nsl-kdd,cade,random,none,none,cade_mad,A,0.7093284437313775,0.8613894455577822,0.6028987765915997,0.8674035018703988
A_dd=cade_ss=ssf_mm=spider_af=lwf_ssf_as=none,A_dd=cade_ss=ssf_mm=spider_af=lwf_ssf_as=none__nsl-kdd,nsl-kdd,cade,ssf,spider,lwf_ssf,none,A,0.7078205066807145,0.9182405566600398,0.5758591132237201,0.9173568658401329
A_dd=cade_ss=ssf_mm=spider_af=none_as=none,A_dd=cade_ss=ssf_mm=spider_af=none_as=none__nsl-kdd,nsl-kdd,cade,ssf,spider,none,none,A,0.7035550458715596,0.9094502779493514,0.5736772383698278,0.8726511764159622
A_dd=cade_ss=ssf_mm=ssf_af=lwf_ssf_as=none,A_dd=cade_ss=ssf_mm=ssf_af=lwf_ssf_as=none__nsl-kdd,nsl-kdd,cade,ssf,ssf,lwf_ssf,none,A,0.701299951853635,0.9176011087312587,0.5675212343177745,0.9203135924709148
A_dd=cade_ss=ssf_mm=none_af=lwf_ssf_as=none,A_dd=cade_ss=ssf_mm=none_af=lwf_ssf_as=none__nsl-kdd,nsl-kdd,cade,ssf,none,lwf_ssf,none,A,0.7009723693077885,0.9168870419342652,0.5673653861139251,0.9182392542303912
A_dd=cade_ss=ssf_mm=spider_af=gpm_as=none,A_dd=cade_ss=ssf_mm=spider_af=gpm_as=none__nsl-kdd,nsl-kdd,cade,ssf,spider,gpm,none,A,0.7006357156617222,0.9171605093935191,0.566819917400452,0.9237189049026427
A_dd=cade_ss=ssf_mm=ssf_af=none_as=none,A_dd=cade_ss=ssf_mm=ssf_af=none_as=none__nsl-kdd,nsl-kdd,cade,ssf,ssf,none,none,A,0.7004749796094613,0.9113607990012484,0.5688459440504948,0.874237116853464
A_dd=ssf_ss=ssf_mm=spider_af=lwf_ssf_as=none,A_dd=ssf_ss=ssf_mm=spider_af=lwf_ssf_as=none__nsl-kdd,nsl-kdd,ssf,ssf,spider,lwf_ssf,none,A,0.7001494191931363,0.9177407126611069,0.56596275227928,0.9218304407120658
A_dd=ssf_ss=ssf_mm=ssf_af=lwf_ssf_as=none,A_dd=ssf_ss=ssf_mm=ssf_af=lwf_ssf_as=none__nsl-kdd,nsl-kdd,ssf,ssf,ssf,lwf_ssf,none,A,0.6996677420908173,0.9156793546760776,0.5661186004831295,0.9159594419189443
A_dd=none_ss=ssf_mm=spider_af=none_as=none,A_dd=none_ss=ssf_mm=spider_af=none_as=none__nsl-kdd,nsl-kdd,none,ssf,spider,none,none,A,0.6993623855410134,0.9087964116620982,0.5683783994389464,0.8686781270377475
A_dd=none_ss=ssf_mm=ssf_af=lwf_ssf_as=none,A_dd=none_ss=ssf_mm=ssf_af=lwf_ssf_as=none__nsl-kdd,nsl-kdd,none,ssf,ssf,lwf_ssf,none,A,0.6993397908534529,0.9163930285425612,0.5654172835658069,0.917557950964718
A_dd=cade_ss=ssf_mm=ssf_af=gpm_as=none,A_dd=cade_ss=ssf_mm=ssf_af=gpm_as=none__nsl-kdd,nsl-kdd,cade,ssf,ssf,gpm,none,A,0.69861493171179,0.9175963488843814,0.5640146497311619,0.924139557196065
A_dd=none_ss=ssf_mm=none_af=lwf_ssf_as=none,A_dd=none_ss=ssf_mm=none_af=lwf_ssf_as=none__nsl-kdd,nsl-kdd,none,ssf,none,lwf_ssf,none,A,0.6983544853544371,0.9171102661596958,0.5638588015273124,0.9178994807466085
A_dd=cade_ss=ssf_mm=none_af=none_as=none,A_dd=cade_ss=ssf_mm=none_af=none_as=none__nsl-kdd,nsl-kdd,cade,ssf,none,none,none,A,0.6980832973050872,0.9100701402805611,0.5661965245850542,0.8713574457933224
A_dd=none_ss=ssf_mm=spider_af=lwf_ssf_as=none,A_dd=none_ss=ssf_mm=spider_af=lwf_ssf_as=none__nsl-kdd,nsl-kdd,none,ssf,spider,lwf_ssf,none,A,0.6978136010425213,0.9166878011666244,0.5633133328138393,0.9199334703847399
A_dd=ssf_ss=ssf_mm=spider_af=gpm_as=none,A_dd=ssf_ss=ssf_mm=spider_af=gpm_as=none__nsl-kdd,nsl-kdd,ssf,ssf,spider,gpm,none,A,0.6955637349864393,0.9188739603326935,0.5595729759214525,0.9270047656045367
A_dd=ssf_ss=ssf_mm=spider_af=none_as=none,A_dd=ssf_ss=ssf_mm=spider_af=none_as=none__nsl-kdd,nsl-kdd,ssf,ssf,spider,none,none,A,0.6948870392390012,0.8917236328125,0.5692355645601185,0.8757224632987192
A_dd=ssf_ss=ssf_mm=ssf_af=gpm_as=none,A_dd=ssf_ss=ssf_mm=ssf_af=gpm_as=none__nsl-kdd,nsl-kdd,ssf,ssf,ssf,gpm,none,A,0.6937666747513946,0.9189154459007967,0.5572352528637108,0.9262700245254645
A_dd=none_ss=ssf_mm=ssf_af=none_as=none,A_dd=none_ss=ssf_mm=ssf_af=none_as=none__nsl-kdd,nsl-kdd,none,ssf,ssf,none,none,A,0.692033632606527,0.8863470430761743,0.5675991584196992,0.849636076033684
A_dd=ssf_ss=ssf_mm=ssf_af=none_as=none,A_dd=ssf_ss=ssf_mm=ssf_af=none_as=none__nsl-kdd,nsl-kdd,ssf,ssf,ssf,none,none,A,0.6897042768310627,0.8823172212776293,0.5661186004831295,0.8625733967486479
A_dd=none_ss=ssf_mm=none_af=none_as=none,A_dd=none_ss=ssf_mm=none_af=none_as=none__nsl-kdd,nsl-kdd,none,ssf,none,none,none,A,0.6880667216214906,0.9107830551989731,0.5528715031559261,0.8555007420714345
A_dd=none_ss=ssf_mm=spider_af=gpm_as=none,A_dd=none_ss=ssf_mm=spider_af=gpm_as=none__nsl-kdd,nsl-kdd,none,ssf,spider,gpm,none,A,0.6857031288133939,0.9176900966814737,0.5473388919192707,0.9225286483929966
A_dd=none_ss=ssf_mm=ssf_af=gpm_as=none,A_dd=none_ss=ssf_mm=ssf_af=gpm_as=none__nsl-kdd,nsl-kdd,none,ssf,ssf,gpm,none,A,0.6831629908552985,0.9171481092436975,0.5442998519442064,0.9226180289011945
A_dd=none_ss=ssf_mm=none_af=gpm_as=none,A_dd=none_ss=ssf_mm=none_af=gpm_as=none__nsl-kdd,nsl-kdd,none,ssf,none,gpm,none,A,0.6830007824726134,0.9170059093893631,0.5441440037403569,0.9227257710819026
A_dd=cade_ss=ssf_mm=none_af=gpm_as=none,A_dd=cade_ss=ssf_mm=none_af=gpm_as=none__nsl-kdd,nsl-kdd,cade,ssf,none,gpm,none,A,0.6817202194357367,0.9177106686008176,0.5422738252941635,0.9239020855448234
A_dd=ssf_ss=ssf_mm=ssf_af=none_as=cade_mad,A_dd=ssf_ss=ssf_mm=ssf_af=none_as=cade_mad__unsw-nb15,unsw-nb15,ssf,ssf,ssf,none,cade_mad,A,0.6795096322241682,0.9444095477386935,0.5306626665490162,0.9067865268693766
A_dd=cade_ss=ssf_mm=ssf_af=none_as=cade_mad,A_dd=cade_ss=ssf_mm=ssf_af=none_as=cade_mad__unsw-nb15,unsw-nb15,cade,ssf,ssf,none,cade_mad,A,0.656451118602513,0.9698158768487776,0.49613959234095123,0.9025665276423283
A_dd=none_ss=ssf_mm=none_af=lwf_ssf_as=cade_mad,A_dd=none_ss=ssf_mm=none_af=lwf_ssf_as=cade_mad__unsw-nb15,unsw-nb15,none,ssf,none,lwf_ssf,cade_mad,A,0.6258552918911049,0.9202414590290264,0.4741683578928792,0.828438609650214
A_dd=cade_ss=ssf_mm=spider_af=none_as=cade_mad,A_dd=cade_ss=ssf_mm=spider_af=none_as=cade_mad__unsw-nb15,unsw-nb15,cade,ssf,spider,none,cade_mad,A,0.4527414876765062,0.9934962996187486,0.29317038736433426,0.8050978665746784
A_dd=ssf_ss=ssf_mm=spider_af=none_as=cade_mad,A_dd=ssf_ss=ssf_mm=spider_af=none_as=cade_mad__unsw-nb15,unsw-nb15,ssf,ssf,spider,none,cade_mad,A,0.4339336231284068,0.9950949367088607,0.27746404306009,0.7972804655310721
A_dd=none_ss=ssf_mm=spider_af=lwf_ssf_as=cade_mad,A_dd=none_ss=ssf_mm=spider_af=lwf_ssf_as=cade_mad__unsw-nb15,unsw-nb15,none,ssf,spider,lwf_ssf,cade_mad,A,0.41265065390204286,0.9168882473600243,0.26623577164034234,0.8165259133406527
A_dd=ssf_ss=ssf_mm=ssf_af=lwf_ssf_as=cade_mad,A_dd=ssf_ss=ssf_mm=ssf_af=lwf_ssf_as=cade_mad__unsw-nb15,unsw-nb15,ssf,ssf,ssf,lwf_ssf,cade_mad,A,0.4026903739220191,0.8208225872132483,0.26678725844877793,0.8293059983582365
A_dd=cade_ss=ssf_mm=ssf_af=lwf_ssf_as=cade_mad,A_dd=cade_ss=ssf_mm=ssf_af=lwf_ssf_as=cade_mad__unsw-nb15,unsw-nb15,cade,ssf,ssf,lwf_ssf,cade_mad,A,0.38060029035416454,0.8106572702430606,0.2486764316597547,0.8343593780370244
A_dd=none_ss=ssf_mm=ssf_af=lwf_ssf_as=cade_mad,A_dd=none_ss=ssf_mm=ssf_af=lwf_ssf_as=cade_mad__unsw-nb15,unsw-nb15,none,ssf,ssf,lwf_ssf,cade_mad,A,0.32491983590992957,0.8644552473548756,0.2000573546280773,0.811718038902359
A_dd=cade_ss=ssf_mm=none_af=lwf_ssf_as=cade_mad,A_dd=cade_ss=ssf_mm=none_af=lwf_ssf_as=cade_mad__unsw-nb15,unsw-nb15,cade,ssf,none,lwf_ssf,cade_mad,A,0.3032621901463362,0.8519612837493632,0.18446130768552016,0.7763658681199626
A_dd=ssf_ss=ssf_mm=spider_af=lwf_ssf_as=cade_mad,A_dd=ssf_ss=ssf_mm=spider_af=lwf_ssf_as=cade_mad__unsw-nb15,unsw-nb15,ssf,ssf,spider,lwf_ssf,cade_mad,A,0.28140275514738555,0.8758644536652835,0.1676299302920674,0.8424669784438039
A_dd=cade_ss=ssf_mm=spider_af=lwf_ssf_as=cade_mad,A_dd=cade_ss=ssf_mm=spider_af=lwf_ssf_as=cade_mad__unsw-nb15,unsw-nb15,cade,ssf,spider,lwf_ssf,cade_mad,A,0.2099386696021387,0.9638989169675091,0.11779758228183182,0.8422764419033952
A_dd=cade_ss=ssf_mm=ssf_af=gpm_as=cade_mad,A_dd=cade_ss=ssf_mm=ssf_af=gpm_as=cade_mad__unsw-nb15,unsw-nb15,cade,ssf,ssf,gpm,cade_mad,A,0.198242475475259,0.9109304426377597,0.11122385952528016,0.792149193761098
A_dd=ssf_ss=ssf_mm=spider_af=gpm_as=cade_mad,A_dd=ssf_ss=ssf_mm=spider_af=gpm_as=cade_mad__unsw-nb15,unsw-nb15,ssf,ssf,spider,gpm,cade_mad,A,0.1819120011113978,0.9066271018793274,0.1010985617224036,0.8126475716808494
A_dd=cade_ss=ssf_mm=spider_af=gpm_as=cade_mad,A_dd=cade_ss=ssf_mm=spider_af=gpm_as=cade_mad__unsw-nb15,unsw-nb15,cade,ssf,spider,gpm,cade_mad,A,0.17535337447740393,0.8991425071457738,0.09714991617400512,0.7949269833473769
A_dd=none_ss=ssf_mm=none_af=none_as=cade_mad,A_dd=none_ss=ssf_mm=none_af=none_as=cade_mad__unsw-nb15,unsw-nb15,none,ssf,none,none,cade_mad,A,0.1556762452883719,0.9569008470353761,0.08473043324803671,0.8404568497782686
A_dd=cade_ss=ssf_mm=none_af=gpm_as=cade_mad,A_dd=cade_ss=ssf_mm=none_af=gpm_as=cade_mad__unsw-nb15,unsw-nb15,cade,ssf,none,gpm,cade_mad,A,0.12791292427931336,0.8818053596614951,0.0689579105267802,0.7906552836128817
A_dd=none_ss=ssf_mm=spider_af=gpm_as=cade_mad,A_dd=none_ss=ssf_mm=spider_af=gpm_as=cade_mad__unsw-nb15,unsw-nb15,none,ssf,spider,gpm,cade_mad,A,0.12769360096774857,0.9049694856146469,0.06869319685873114,0.8608365877725906
A_dd=none_ss=ssf_mm=none_af=gpm_as=cade_mad,A_dd=none_ss=ssf_mm=none_af=gpm_as=cade_mad__unsw-nb15,unsw-nb15,none,ssf,none,gpm,cade_mad,A,0.11768833849329206,0.9143681847338038,0.06289155563398924,0.8673458593770791
A_dd=none_ss=ssf_mm=ssf_af=none_as=cade_mad,A_dd=none_ss=ssf_mm=ssf_af=none_as=cade_mad__unsw-nb15,unsw-nb15,none,ssf,ssf,none,cade_mad,A,0.10327130100976384,0.9519230769230769,0.05459719403511868,0.8252022421026721
A_dd=none_ss=ssf_mm=ssf_af=gpm_as=cade_mad,A_dd=none_ss=ssf_mm=ssf_af=gpm_as=cade_mad__unsw-nb15,unsw-nb15,none,ssf,ssf,gpm,cade_mad,A,0.0899649623397604,0.9197769197769198,0.0472955086914321,0.8804717245947151
A_dd=none_ss=ssf_mm=spider_af=none_as=cade_mad,A_dd=none_ss=ssf_mm=spider_af=none_as=cade_mad__unsw-nb15,unsw-nb15,none,ssf,spider,none,cade_mad,A,0.08687230234761553,0.9537679149329634,0.04550869143210094,0.8271962783056752
A_dd=ssf_ss=ssf_mm=ssf_af=gpm_as=cade_mad,A_dd=ssf_ss=ssf_mm=ssf_af=gpm_as=cade_mad__unsw-nb15,unsw-nb15,ssf,ssf,ssf,gpm,cade_mad,A,0.07732835162989862,0.797747942832395,0.04063354804553075,0.8310250807303606
A_dd=cade_ss=ssf_mm=none_af=none_as=cade_mad,A_dd=cade_ss=ssf_mm=none_af=none_as=cade_mad__unsw-nb15,unsw-nb15,cade,ssf,none,none,cade_mad,A,0.06573590536075882,0.9740998104864181,0.034015706344304245,0.7963283515406792
