combo_id,exp_name,dataset,drift_detector,sample_selector,memory_manager,anti_forgetting,anomaly_scorer,track,f1,precision,recall,pr_auc,bwt,perf_matrix,roc_auc,labeling_cost,training_time_sec,memory_footprint,avg_inference_latency_ms,best_f1_reference,seed
A_dd=cade_ss=random_mm=ssf_af=lwf_ssf_as=none,A_dd=cade_ss=random_mm=ssf_af=lwf_ssf_as=none__cicids2018,cicids2018,cade,random,ssf,lwf_ssf,none,A,0.9177525613852522,0.9531309599491418,0.8849065234392292,0.9427206131732727,0.0006212659998864611,"[[0.9165559114595784, 0.9157534311902105, 0.9162926605679799, 0.9165712977798122, 0.9185841551140966], [0.9169865137781521, 0.9163269787022805, 0.9166268377081462, 0.9168289237582561, 0.9191533987987416], [0.9168757541514241, 0.9161508482347547, 0.9166443466615649, 0.9165377490020817, 0.9189343863564826], [0.9175010549737215, 0.9167631052918503, 0.9169779514587284, 0.9173025799912023, 0.9191838138361896], [0.917702533040703, 0.9169916647549133, 0.9173001436093825, 0.9173205394091731, 0.9194453993353958]]",0.9739357624999728,0.09999998965264016,3471.8960263729095,1000,0.001713220759190604,0.9345948828333298,42
A_dd=cade_ss=random_mm=spider_af=lwf_ssf_as=none,A_dd=cade_ss=random_mm=spider_af=lwf_ssf_as=none__cicids2018,cicids2018,cade,random,spider,lwf_ssf,none,A,0.9177260109923117,0.9531721274016969,0.8848216788892004,0.9422722719629899,0.0008134223290498788,"[[0.9165559114595784, 0.9157534311902105, 0.9162926605679799, 0.9165712977798122, 0.9185841551140966], [0.91655256278905, 0.9156743852948197, 0.9163127893186426, 0.9163165533572685, 0.91849449029242], [0.9167353194750454, 0.915860171394178, 0.9162712383284861, 0.9167024925243378, 0.9185196495715076], [0.9173615504054289, 0.91671208253258, 0.9169945339498196, 0.9175229156112902, 0.9190500291255645], [0.9176987078716307, 0.9167845806723011, 0.9172051348324287, 0.9175897166340135, 0.9193494475270028]]",0.9737649313516196,0.09999998965264016,3339.2639589309692,1000,0.0014985478250780096,0.9343473980667271,42
A_dd=ssf_ss=random_mm=ssf_af=lwf_ssf_as=none,A_dd=ssf_ss=random_mm=ssf_af=lwf_ssf_as=none__cicids2018,cicids2018,ssf,random,ssf,lwf_ssf,none,A,0.9143562338834696,0.9451098040142049,0.8855410131177052,0.9379852689372923,-0.007275677933554353,"[[0.9295829329606227, 0.9292919505033963, 0.9294842559798168, 0.9301239377113675, 0.930525867822151], [0.9136761904761904, 0.9123346720976823, 0.9131824842521932, 0.913520190023753, 0.9148209303649717], [0.9283894652214764, 0.9281474176769727, 0.9286952143984356, 0.9290127933625366, 0.9297275385818109], [0.9143287911752357, 0.9134916480274117, 0.914352734762377, 0.9144902836359481, 0.9158702536159531], [0.9142143068367181, 0.9132387077133834, 0.914200196364399, 0.9143471804439707, 0.9157792652316117]]",0.9720635377110823,0.09999998965264016,3501.440665245056,700,0.0015517723196796429,0.93186473715643,42
A_dd=none_ss=random_mm=none_af=lwf_ssf_as=none,A_dd=none_ss=random_mm=none_af=lwf_ssf_as=none__cicids2018,cicids2018,none,random,none,lwf_ssf,none,A,0.9143117176879166,0.944825713633609,0.8857070133242833,0.9386208017091939,-0.011723396986919071,"[[0.9295829329606227, 0.9292919505033963, 0.9294842559798168, 0.9301239377113675, 0.930525867822151], [0.929971173164837, 0.929514137870889, 0.929697204968944, 0.9303885179334607, 0.9309871144990906], [0.9298029197789281, 0.929577191621412, 0.9298047975138389, 0.9303710312457574, 0.9310011035177047], [0.913825820785933, 0.9125353063689361, 0.9132929246721562, 0.9138191887185636, 0.9151166658746377], [0.9143178610931004, 0.9132051782028479, 0.9139627101841613, 0.9143417196361283, 0.9157295360133845]]",0.9727670857488204,0.09999998965264016,1915.175622701645,0,0.0012240812741448194,0.9315224358662128,42
A_dd=cade_ss=random_mm=spider_af=gpm_as=none,A_dd=cade_ss=random_mm=spider_af=gpm_as=none__cicids2018,cicids2018,cade,random,spider,gpm,none,A,0.8701134838002288,0.8664296504376388,0.873828776320255,0.8742631465899435,0.13470602769144377,"[[0.9165559114595784, 0.9157534311902105, 0.9162926605679799, 0.9165712977798122, 0.9185841551140966], [0.8530317522045764, 0.8535118741539075, 0.8544145732334361, 0.854261875812335, 0.8561476910203442], [0.6530734013379078, 0.653183623482013, 0.655052503946375, 0.6567709522722083, 0.6565559739815132], [0.5125787006028131, 0.5156638089896642, 0.5137113719402027, 0.5151159064202543, 0.5160481979100021], [0.8707002089489041, 0.8696754051696431, 0.8697057635087976, 0.8689789291185455, 0.871507969991012]]",0.9546831780057035,0.09999998965264016,2657.154110431671,1000,0.001439746336164721,0.8819147090266933,42
A_dd=cade_ss=random_mm=ssf_af=gpm_as=none,A_dd=cade_ss=random_mm=ssf_af=gpm_as=none__cicids2018,cicids2018,cade,random,ssf,gpm,none,A,0.8373210833436796,0.806368412781919,0.8707448613713831,0.8463796028157109,-0.008800373707499143,"[[0.9165559114595784, 0.9157534311902105, 0.9162926605679799, 0.9165712977798122, 0.9185841551140966], [0.9320760562289432, 0.9321555589918045, 0.9320540472574982, 0.9328167122414076, 0.9336703682621154], [0.8553308064697714, 0.8553521482493147, 0.8566772498665391, 0.8562445610981668, 0.8578636096084312], [0.6796720384506644, 0.6791553210480528, 0.6818674372403828, 0.6772589832735014, 0.6786020873808339], [0.8359712357797109, 0.8373891450869103, 0.837654205856492, 0.8364316220383137, 0.8391597234532884]]",0.9417235466606564,0.09999998965264016,2439.8869109153748,1000,0.00167345748840233,0.8733448196475385,42
A_dd=cade_ss=random_mm=ssf_af=lwf_ssf_as=cade_mad,A_dd=cade_ss=random_mm=ssf_af=lwf_ssf_as=cade_mad__cicids2018,cicids2018,cade,random,ssf,lwf_ssf,cade_mad,A,0.7885176491946988,0.703306267855697,0.8972237387673193,0.718920477314663,0.13317371811069526,"[[0.6310090615880817, 0.631997748439259, 0.6310077023874205, 0.6313180671329566, 0.6315722372380029], [0.70479857989521, 0.7059926702170304, 0.7053831457377765, 0.7053189816601626, 0.7061460169727422], [0.6157082923549989, 0.6159995027349577, 0.6155395701344807, 0.6148007590132827, 0.6160825508970903], [0.6687760717738609, 0.6691289170374671, 0.6676290050590218, 0.6680509394403132, 0.6685284379962854], [0.7877081829170351, 0.788434883400475, 0.7882850349355256, 0.7888590125696513, 0.7892986331965721]]",0.9340352775901407,0.09999998965264016,3648.879761695862,1000,0.0016100181419681006,0.8006298074441175,42
A_dd=cade_ss=random_mm=none_af=gpm_as=none,A_dd=cade_ss=random_mm=none_af=gpm_as=none__cicids2018,cicids2018,cade,random,none,gpm,none,A,0.7849183686731421,0.8144350750826981,0.757466320402532,0.8434496981378693,-0.067738965653204,"[[0.9165559114595784, 0.9157534311902105, 0.9162926605679799, 0.9165712977798122, 0.9185841551140966], [0.8101105233733281, 0.8107510729613734, 0.8108763533741804, 0.811775162502811, 0.8137988540152227], [0.8918840280450147, 0.8908354155553685, 0.891573712455396, 0.8913218423071886, 0.892628190130366], [0.7894208306466106, 0.7901945886623613, 0.7908748456806406, 0.7911023921022656, 0.7919412143000221], [0.7838543909511095, 0.7840519505323974, 0.7853806990008804, 0.78574018588141, 0.7855628354759222]]",0.9443810582910507,0.09999998965264016,1835.7806901931763,0,0.001270641519085413,0.8265362613028234,42
A_dd=ssf_ss=random_mm=ssf_af=gpm_as=none,A_dd=ssf_ss=random_mm=ssf_af=gpm_as=none__cicids2018,cicids2018,ssf,random,ssf,gpm,none,A,0.7723454556511692,0.7965293130752465,0.7495868439302946,0.783452083055732,0.11302022844321635,"[[0.9295829329606227, 0.9292919505033963, 0.9294842559798168, 0.9301239377113675, 0.930525867822151], [0.8662797498537815, 0.8637602668483914, 0.8662697627569834, 0.8654876308918139, 0.8691748226631948], [0.624168862883532, 0.6236751465345338, 0.6243068503765407, 0.6215990410112971, 0.6223725537569461], [0.22218950880808677, 0.22175007354623608, 0.220501824966856, 0.2192278725564033, 0.2218885170978536], [0.7719872807936174, 0.771832163314936, 0.771979795678098, 0.7731595967281719, 0.7727682340330675]]",0.9280137822353012,0.09999998965264016,2443.58695268631,700,0.0016076825856412508,0.7794584063311787,42
A_dd=none_ss=random_mm=none_af=gpm_as=none,A_dd=none_ss=random_mm=none_af=gpm_as=none__cicids2018,cicids2018,none,random,none,gpm,none,A,0.7688498140406235,0.6870370209046586,0.8727811305720736,0.6392425184215085,0.09868224128041157,"[[0.9295829329606227, 0.9292919505033963, 0.9294842559798168, 0.9301239377113675, 0.930525867822151], [0.7820989641735037, 0.7821419858502074, 0.7833967454603942, 0.7845421326541911, 0.7848720161058383], [0.3507332086174642, 0.35051981953435035, 0.35330432294882025, 0.34961594760589737, 0.35211098071078206], [0.6164118988693162, 0.6167348759625269, 0.6190075531184418, 0.6148594416346739, 0.6158926330018346], [0.7681943335668552, 0.7689381933438986, 0.7693657680495295, 0.7681193535556873, 0.7696285429449096]]",0.9253617639743001,0.09999998965264016,1801.2554438114166,0,0.0011742180149498605,0.7751237613533996,42
A_dd=cade_ss=random_mm=spider_af=lwf_ssf_as=cade_mad,A_dd=cade_ss=random_mm=spider_af=lwf_ssf_as=cade_mad__cicids2018,cicids2018,cade,random,spider,lwf_ssf,cade_mad,A,0.7394457020716277,0.6239808214312895,0.9073460624751,0.7425907309455376,0.09829476887055774,"[[0.6310090615880817, 0.631997748439259, 0.6310077023874205, 0.6313180671329566, 0.6315722372380029], [0.6880421270235918, 0.6891789038551508, 0.6892547200134158, 0.6892282352284307, 0.6898964904332067], [0.6554734182629968, 0.656065424806906, 0.655766622344868, 0.6557589351277019, 0.6560847265703058], [0.5881620381077763, 0.588225542899093, 0.5875117643228781, 0.5874256524258298, 0.5880227856320652], [0.7392240405895726, 0.7388028872514778, 0.7398986667068186, 0.7386337211482923, 0.7406706469903496]]",0.9366023669671748,0.09999998965264016,3715.6808462142944,1000,0.0015026168915448705,0.8067322562932289,42
A_dd=cade_ss=random_mm=none_af=lwf_ssf_as=cade_mad,A_dd=cade_ss=random_mm=none_af=lwf_ssf_as=cade_mad__cicids2018,cicids2018,cade,random,none,lwf_ssf,cade_mad,A,0.7383450155470062,0.6238006671229496,0.9044170810523675,0.6509748816293438,0.09389861971103639,"[[0.6310090615880817, 0.631997748439259, 0.6310077023874205, 0.6313180671329566, 0.6315722372380029], [0.6941144157024037, 0.6953324222657404, 0.6951521173809172, 0.6950891663265162, 0.6954646359625707], [0.6630520131048114, 0.6632340022974526, 0.6619775353709905, 0.6618795174230228, 0.6623217648641377], [0.5891589806329768, 0.5890909522003035, 0.5883943020753677, 0.5883377055587466, 0.5890408528905682], [0.7370688681163896, 0.7385266519060744, 0.7386293351838163, 0.7380263484214244, 0.7394735456303083]]",0.9267766786293726,0.09999998965264016,1953.3544166088104,0,0.0012155572040472348,0.7483047588203147,42
A_dd=none_ss=random_mm=none_af=lwf_ssf_as=cade_mad,A_dd=none_ss=random_mm=none_af=lwf_ssf_as=cade_mad__cicids2018,cicids2018,none,random,none,lwf_ssf,cade_mad,A,0.6820429690046166,0.5537187610725346,0.887787549246728,0.45967895818658716,0.03294534349009259,"[[0.6544307923604504, 0.653170566743364, 0.6532580647301144, 0.6539483888929398, 0.6544023636496128], [0.6519891577491036, 0.6514398366542281, 0.6515146174507053, 0.6522966456654113, 0.6522454374173954], [0.6360502498289284, 0.6350990350758614, 0.6358558036145743, 0.6356415648896693, 0.6361695834994279], [0.6547444227635734, 0.6533040441741058, 0.6537517637067599, 0.6542324438389829, 0.6550361201244509], [0.6824324804170129, 0.6816614142558691, 0.6818268869296298, 0.6818194688260943, 0.6824747078410994]]",0.8956827501606354,0.09999998965264016,1920.1205668449402,0,0.0012504454894688092,0.6884172382554679,42
A_dd=ssf_ss=random_mm=ssf_af=lwf_ssf_as=cade_mad,A_dd=ssf_ss=random_mm=ssf_af=lwf_ssf_as=cade_mad__cicids2018,cicids2018,ssf,random,ssf,lwf_ssf,cade_mad,A,0.679754486381312,0.5521460661214146,0.884076522406339,0.4512765349082211,0.02910710554578516,"[[0.6544307923604504, 0.653170566743364, 0.6532580647301144, 0.6539483888929398, 0.6544023636496128], [0.663326697149358, 0.6627819849705011, 0.6626761332605133, 0.6637047809489183, 0.6634877087551985], [0.621142548025513, 0.6206965785956745, 0.620912571392707, 0.6208651718496324, 0.6215269729299662], [0.6644589806486781, 0.6627873066254316, 0.6634741439623961, 0.6638934882332184, 0.6648485095181883], [0.6799079035261012, 0.6794084702746388, 0.6793301639111616, 0.6798007214281159, 0.6803240986448713]]",0.8924608509307813,0.09999998965264016,3485.441023826599,700,0.0015171912248464362,0.6853936288386426,42
A_dd=none_ss=random_mm=ssf_af=none_as=cade_mad,A_dd=none_ss=random_mm=ssf_af=none_as=cade_mad__cicids2018,cicids2018,none,random,ssf,none,cade_mad,A,0.6717736941044935,0.5343643735286424,0.9043137920349412,0.41397169310529713,0.028063837467043107,"[[0.6544307923604504, 0.653170566743364, 0.6532580647301144, 0.6539483888929398, 0.6544023636496128], [0.6268867744277581, 0.626623727220179, 0.625506727822926, 0.6267557339158264, 0.6277847595110249], [0.5252075856357111, 0.5263057314697343, 0.5246581721203911, 0.5248270463536929, 0.5263926901962446], [0.7664372904736699, 0.7679150219826065, 0.7670995532097508, 0.7678973742232912, 0.7689155334288482], [0.6715561049306413, 0.670955026961925, 0.6710129841669863, 0.6723412997329316, 0.6730029170489872]]",0.8917970369597403,0.09999998965264016,2697.825366258621,1000,0.0014111794863649995,0.6991969123041111,42
A_dd=cade_ss=random_mm=ssf_af=none_as=cade_mad,A_dd=cade_ss=random_mm=ssf_af=none_as=cade_mad__cicids2018,cicids2018,cade,random,ssf,none,cade_mad,A,0.6686469961165497,0.5283179608585183,0.9104853108261646,0.45353972329074604,-0.01813420870907606,"[[0.6310090615880817, 0.631997748439259, 0.6310077023874205, 0.6313180671329566, 0.6315722372380029], [0.6770636788407309, 0.6766009852216748, 0.6774220077855145, 0.6768841298621328, 0.6782293377120964], [0.7340162013791256, 0.7353063714549296, 0.7342522756827049, 0.7351325637919117, 0.7369500899481125], [0.7053015542827007, 0.7063016906975043, 0.704592497238943, 0.7053606650789708, 0.7058617621749339], [0.6685304815156615, 0.6687715114230738, 0.6683513773526104, 0.6690327824437822, 0.6685488500894937]]",0.9023413754586014,0.09999998965264016,3089.6454842090607,1000,0.001489153891492966,0.7489901850049904,42
A_dd=none_ss=random_mm=ssf_af=lwf_ssf_as=cade_mad,A_dd=none_ss=random_mm=ssf_af=lwf_ssf_as=cade_mad__cicids2018,cicids2018,none,random,ssf,lwf_ssf,cade_mad,A,0.6667497471774113,0.5450034423488528,0.8585346239541987,0.443166720970488,0.012305850097511173,"[[0.6544307923604504, 0.653170566743364, 0.6532580647301144, 0.6539483888929398, 0.6544023636496128], [0.663326697149358, 0.6627819849705011, 0.6626761332605133, 0.6637047809489183, 0.6634877087551985], [0.6222135413385083, 0.6215744172896903, 0.6218650043046295, 0.6215340973276934, 0.6223919628242996], [0.6791755206119847, 0.6779838077827108, 0.6780245726646779, 0.6782596421892092, 0.6788235791491101], [0.6666714536002527, 0.666337349570098, 0.6660074519919748, 0.6675445690525095, 0.6671861595653417]]",0.8900563406629536,0.09999998965264016,3116.8267912864685,1000,0.0013513714622762052,0.676385342041628,42
A_dd=none_ss=random_mm=spider_af=lwf_ssf_as=cade_mad,A_dd=none_ss=random_mm=spider_af=lwf_ssf_as=cade_mad__cicids2018,cicids2018,none,random,spider,lwf_ssf,cade_mad,A,0.6593885165644754,0.5519290637650311,0.8188089300733352,0.4428647635281753,-0.0035535837193249042,"[[0.6544307923604504, 0.653170566743364, 0.6532580647301144, 0.6539483888929398, 0.6544023636496128], [0.6543309835615014, 0.6548496964312158, 0.6535111453754291, 0.6548686976344849, 0.6547599686562089], [0.6770162229294419, 0.6762478533825061, 0.6763143432863161, 0.6767013588352438, 0.6768074721724779], [0.6663283536437008, 0.6653454369066593, 0.6653065473092536, 0.6657242640944621, 0.6662515308134587], [0.6590887097374514, 0.6597729988939449, 0.6585938777634064, 0.6596491749003421, 0.6598350634627782]]",0.8880131523535184,0.09999998965264016,3222.9432661533356,1000,0.001313044280351572,0.6862731875709311,42
A_dd=cade_ss=random_mm=spider_af=none_as=cade_mad,A_dd=cade_ss=random_mm=spider_af=none_as=cade_mad__cicids2018,cicids2018,cade,random,spider,none,cade_mad,A,0.6164560908988861,0.4656765017354895,0.9116288678048132,0.45424422270880216,-0.028028724212582512,"[[0.6310090615880817, 0.631997748439259, 0.6310077023874205, 0.6313180671329566, 0.6315722372380029], [0.6191860831036089, 0.6197563935683877, 0.6197688246805138, 0.6198038094400211, 0.6201339249292407], [0.6385238076555899, 0.6399460965813196, 0.640577870541819, 0.6407670277674012, 0.6422539265132039], [0.6872417608582994, 0.6879127189204709, 0.6875052493070916, 0.6873540720027962, 0.6874738457246479], [0.616967642257098, 0.6168808874295381, 0.6160197050478595, 0.616714266116259, 0.6157028643843531]]",0.8995912966908205,0.09999998965264016,3126.855382204056,1000,0.0013490626482074496,0.7477319876121109,42
A_dd=cade_ss=random_mm=none_af=none_as=cade_mad,A_dd=cade_ss=random_mm=none_af=none_as=cade_mad__cicids2018,cicids2018,cade,random,none,none,cade_mad,A,0.603017780948407,0.45116719369977243,0.9089433533517286,0.4848848822613856,-0.06108507964786811,"[[0.6310090615880817, 0.631997748439259, 0.6310077023874205, 0.6313180671329566, 0.6315722372380029], [0.6795915121930983, 0.6799003333724454, 0.6794828431203364, 0.6800110360049663, 0.6799807109396527], [0.746971254521226, 0.7482183102881159, 0.7470513532216485, 0.7477841798805053, 0.749232499468069], [0.596630025946248, 0.5979672226815154, 0.5965359298692632, 0.5976237287312799, 0.5971978348006152], [0.6024406380945381, 0.602772083346082, 0.6027336914624147, 0.6032977454189482, 0.6038427467391636]]",0.907133011454558,0.09999998965264016,1596.8037240505219,0,0.001233481029845094,0.7728932761142702,42
A_dd=none_ss=random_mm=spider_af=none_as=cade_mad,A_dd=none_ss=random_mm=spider_af=none_as=cade_mad__cicids2018,cicids2018,none,random,spider,none,cade_mad,A,0.5834882869302123,0.4298353287924053,0.9081096634253589,0.49975982306835914,-0.04379084476173831,"[[0.6544307923604504, 0.653170566743364, 0.6532580647301144, 0.6539483888929398, 0.6544023636496128], [0.6464023397254811, 0.64651008492569, 0.6481001210283419, 0.6477487300869658, 0.6487601934854588], [0.552722662582813, 0.5529129586873193, 0.553183615106401, 0.5536933442450196, 0.5535697304312317], [0.6525725150747589, 0.6526345153727111, 0.6522598795084795, 0.6535284164427192, 0.6541464611955446], [0.5824863916132016, 0.5831530917602441, 0.5837299023936375, 0.5831201440212241, 0.5849511543451602]]",0.9120921261365404,0.09999998965264016,2659.7754848003387,1000,0.001189005398196908,0.7918656647307077,42
